,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,tm2122510d1_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/p[1]/b,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[3]/b,EXECUTION VERSION,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,0.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,b_t
7,/html/body/document/type/sequence/filename/description/text/p[10]/b,BY AND AMONG,7,/html/body/document/type/sequence/filename/description/text/p[10]/b,BY AND AMONG,t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,1.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/p[12]/b,"KITE REALTY GROUP TRUST,",8,/html/body/document/type/sequence/filename/description/text/p[12]/b,"KITE REALTY GROUP TRUST,",t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,2.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/p[14]/b,"KRG OAK, LLC",9,/html/body/document/type/sequence/filename/description/text/p[14]/b,"KRG OAK, LLC",t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,3.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/p[16]/b,AND,10,/html/body/document/type/sequence/filename/description/text/p[16]/b,AND,t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,4.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/p[18]/b,"RETAIL PROPERTIES OF AMERICA, INC.",11,/html/body/document/type/sequence/filename/description/text/p[18]/b,"RETAIL PROPERTIES OF AMERICA, INC.",t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,5.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/p[20]/b,"DATED AS OF JULY 18, 2021",12,/html/body/document/type/sequence/filename/description/text/p[20]/b,"DATED AS OF JULY 18, 2021",t,0,"[0.0017541927566785186, 0.005614035087719298, 0.9887719298245614, 0.003162266763160379]",7.0,6.0,0.0017541927566785186,0.005614035087719298,0.9887719298245614,0.003162266763160379,0.0017541927566785186,7.0,e_t
13,/html/body/document/type/sequence/filename/description/text/p[24]/b,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/p[24]/b,TABLE OF CONTENTS,st,1,"[0.006300934520625531, 0.45009894736842104, 0.09980280701754385, 0.0002359900569522671]",1.0,7.0,0.006300934520625531,0.45009894736842104,0.09980280701754385,0.0002359900569522671,0.006300934520625531,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/p[26]/b/u,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font/b,Article 1     DEFINITIONS,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font/b,2,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,Section 1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,Definitions,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1]/font,Section 1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/font,Interpretation and Rules of Construction,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[3]/font,16,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1]/font/b,Article 2     THE MERGER,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[2]/font/b,18,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[1]/font,Section 2.1,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[2]/font,The Merger,26,,,,,,,,,,,,,,o
