,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d93715dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b/i,Execution Version,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0015994995978911625, 0.4156520833333333, 0.16869583333333332, 0.00026807255830578144]",1.0,0.0,0.0015994995978911625,0.4156520833333333,0.16869583333333332,0.00026807255830578144,0.0015994995978911625,1.0,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,among,t,1,"[0.0021624519703333034, 0.48662638888888887, 0.026746944444444445, 0.00026807255830578144]",1.0,1.0,0.0021624519703333034,0.48662638888888887,0.026746944444444445,0.00026807255830578144,0.0021624519703333034,1.0,s_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"DIAMONDBACK ENERGY, INC.,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"DIAMONDBACK ENERGY, INC.,",t,2,"[0.0027254043427754446, 0.4298340277777778, 0.14032638888888888, 0.00026807255830578144]",1.0,2.0,0.0027254043427754446,0.4298340277777778,0.14032638888888888,0.00026807255830578144,0.0027254043427754446,1.0,s_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"BOHEMIA MERGER SUB, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"BOHEMIA MERGER SUB, INC.",t,3,"[0.0032883567152175858, 0.4332625, 0.13347430555555556, 0.00026807255830578144]",1.0,3.0,0.0032883567152175858,0.4332625,0.13347430555555556,0.00026807255830578144,0.0032883567152175858,1.0,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,4,"[0.0038513090876597265, 0.4925347222222222, 0.014925138888888889, 0.00026807255830578144]",1.0,4.0,0.0038513090876597265,0.4925347222222222,0.014925138888888889,0.00026807255830578144,0.0038513090876597265,1.0,s_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"QEP RESOURCES, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"QEP RESOURCES, INC.",t,5,"[0.004414261460101867, 0.44933263888888886, 0.10133472222222221, 0.00026807255830578144]",1.0,5.0,0.004414261460101867,0.44933263888888886,0.10133472222222221,0.00026807255830578144,0.004414261460101867,1.0,s_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of December 20, 2020",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of December 20, 2020",t,6,"[0.004977213832544009, 0.43940972222222224, 0.12117499999999999, 0.00026807255830578144]",1.0,6.0,0.004977213832544009,0.43940972222222224,0.12117499999999999,0.00026807255830578144,0.004977213832544009,1.0,s_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,t,7,"[0.006228219104637655, 0.45061874999999996, 0.09876319444444444, 0.00026807255830578144]",1.0,7.0,0.006228219104637655,0.45061874999999996,0.09876319444444444,0.00026807255830578144,0.006228219104637655,1.0,s_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p/b,ARTICLE I,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,CERTAIN DEFINITIONS,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],2,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],Certain Definitions,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Terms Defined Elsewhere,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],2,24,,,,,,,,,,,,,,o
