,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d147771dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,0,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,b_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],BY AND AMONG:,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],BY AND AMONG:,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,1,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,i_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,DIASORIN S.P.A.,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,DIASORIN S.P.A.,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,2,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,DIAGONAL SUBSIDIARY INC.,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,DIAGONAL SUBSIDIARY INC.,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,3,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,AND,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,AND,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,4,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,LUMINEX CORPORATION,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,LUMINEX CORPORATION,t,0,"[0.0012258528131208523, 0.21666666666666667, 0.5666666666666667, 0.0036458553493680518]",6,5,0.001225853,0.216666667,0.566666667,0.003645855,0.001225853,6,e_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],DATED AS OF,12,,,,,,,,,,,,,,o
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"APRIL 11, 2021",13,,,,,,,,,,,,,,o
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[1]/p,ARTICLE I,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[3]/p,THE MERGER,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[6],1,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,Section 1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[3]/p,The Merger,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[6],1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,Section 1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3]/p,Conversion of Shares of Common Stock,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,Section 1.3,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3]/p,Surrender and Payment,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],3,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,Section 1.4,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3]/p,Dissenting Shares,27,,,,,,,,,,,,,,o
28,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],4,28,,,,,,,,,,,,,,o
29,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,Section 1.5,29,,,,,,,,,,,,,,o
30,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3]/p,Company Equity Awards,30,,,,,,,,,,,,,,o
