,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,tm2129703d1_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[4],EXECUTION VERSION,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/p[8]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,0,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,b_t
7,/html/body/document/type/sequence/filename/description/text/p[10],by and among:,7,/html/body/document/type/sequence/filename/description/text/p[10],by and among:,t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,1,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,i_t
8,/html/body/document/type/sequence/filename/description/text/p[12]/b,"FLEXION THERAPEUTICS, INC.,",8,/html/body/document/type/sequence/filename/description/text/p[12]/b,"FLEXION THERAPEUTICS, INC.,",t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,2,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,i_t
9,/html/body/document/type/sequence/filename/description/text/p[14]/b,"PACIRA BIOSCIENCES, INC.,",9,/html/body/document/type/sequence/filename/description/text/p[14]/b,"PACIRA BIOSCIENCES, INC.,",t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,3,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,i_t
10,/html/body/document/type/sequence/filename/description/text/p[16],and,10,/html/body/document/type/sequence/filename/description/text/p[16],and,t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,4,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,i_t
11,/html/body/document/type/sequence/filename/description/text/p[18]/b,OYSTER ACQUISITION COMPANY INC.,11,/html/body/document/type/sequence/filename/description/text/p[18]/b,OYSTER ACQUISITION COMPANY INC.,t,0,"[0.001951275268606512, 0.005555555555555556, 0.9888888888888889, 0.002775872767055289]",6,5,0.001951275,0.005555556,0.988888889,0.002775873,0.001951275,6,e_t
12,/html/body/document/type/sequence/filename/description/text/p[20],"Dated as of October 11, 2021",12,,,,,,,,,,,,,,o
13,/html/body/document/type/sequence/filename/description/text/p[26]/b,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/p[26]/b,TABLE OF CONTENTS,st,1,"[0.0072254335260115606, 0.45061874999999996, 0.09876319444444444, 0.0002449299500342902]",1,6,0.007225434,0.45061875,0.098763194,0.00024493,0.007225434,1,s_st
14,/html/body/document/type/sequence/filename/description/text/p[28]/b,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font,Article 1 DEFINITIONS,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font,2,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,Section 1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,Definitions,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1]/font,Article 2 THE OFFER,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/font,15,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[1]/font,Section 2.1,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[2]/font,The Offer,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[3]/font,15,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[1]/font,Section 2.2,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[2]/font,Company Actions,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[3]/font,18,27,,,,,,,,,,,,,,o
28,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[11]/td[1]/font,Article 3 MERGER TRANSACTION,28,,,,,,,,,,,,,,o
29,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[11]/td[2]/font,19,29,,,,,,,,,,,,,,o
30,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[13]/td[1]/font,Section 3.1,30,,,,,,,,,,,,,,o
31,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[13]/td[2]/font,Merger of Purchaser into the Company,31,,,,,,,,,,,,,,o
