,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,nt10019848x2_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/div/div/div[1],Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/div/div/div[3]/font,Execution Version,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/div/div/div[9],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/div/div/div[9],AGREEMENT AND PLAN OF MERGER,t,0.0,"[0.004427884486232371, 0.4156520833333333, 0.16869583333333332, 0.00040295500335795837]",1.0,0.0,0.0044278844862323,0.4156520833333333,0.1686958333333333,0.0004029550033579,0.0044278844862323,1.0,s_t
7,/html/body/document/type/sequence/filename/description/text/div/div/div[11],by and among,7,/html/body/document/type/sequence/filename/description/text/div/div/div[11],by and among,t,1.0,"[0.005260658159838818, 0.47196180555555556, 0.05607638888888889, 0.00040295500335795837]",1.0,1.0,0.0052606581598388,0.4719618055555555,0.0560763888888888,0.0004029550033579,0.0052606581598388,1.0,s_t
8,/html/body/document/type/sequence/filename/description/text/div/div/div[13],"TYLER TECHNOLOGIES, INC.,",8,/html/body/document/type/sequence/filename/description/text/div/div/div[13],"TYLER TECHNOLOGIES, INC.,",t,2.0,"[0.006093431833445266, 0.43205277777777773, 0.13589444444444443, 0.00040295500335795837]",1.0,2.0,0.0060934318334452,0.4320527777777777,0.1358944444444444,0.0004029550033579,0.0060934318334452,1.0,s_t
9,/html/body/document/type/sequence/filename/description/text/div/div/div[15],"TOPOS ACQUISITION, INC.,",9,/html/body/document/type/sequence/filename/description/text/div/div/div[15],"TOPOS ACQUISITION, INC.,",t,3.0,"[0.006926205507051712, 0.4387423611111111, 0.12251527777777778, 0.00040295500335795837]",1.0,3.0,0.0069262055070517,0.4387423611111111,0.1225152777777777,0.0004029550033579,0.0069262055070517,1.0,s_t
10,/html/body/document/type/sequence/filename/description/text/div/div/div[17],and,10,/html/body/document/type/sequence/filename/description/text/div/div/div[17],and,t,4.0,"[0.0077589791806581595, 0.4925347222222222, 0.014925138888888889, 0.00040295500335795837]",1.0,4.0,0.0077589791806581,0.4925347222222222,0.0149251388888888,0.0004029550033579,0.0077589791806581,1.0,s_t
11,/html/body/document/type/sequence/filename/description/text/div/div/div[19],NIC INC.,11,/html/body/document/type/sequence/filename/description/text/div/div/div[19],NIC INC.,t,5.0,"[0.008591752854264606, 0.48071319444444444, 0.03857423611111111, 0.00040295500335795837]",1.0,5.0,0.0085917528542646,0.4807131944444444,0.0385742361111111,0.0004029550033579,0.0085917528542646,1.0,s_t
12,/html/body/document/type/sequence/filename/description/text/div/div/div[21],Dated as of,12,/html/body/document/type/sequence/filename/description/text/div/div/div[21],Dated as of,t,6.0,"[0.009424526527871053, 0.47788611111111107, 0.04422743055555556, 0.00040295500335795837]",1.0,6.0,0.009424526527871,0.477886111111111,0.0442274305555555,0.0004029550033579,0.009424526527871,1.0,s_t
13,/html/body/document/type/sequence/filename/description/text/div/div/div[23],9-Feb-21,13,/html/body/document/type/sequence/filename/description/text/div/div/div[23],"February 9, 2021",t,7.0,"[0.010257300201477502, 0.4661888888888889, 0.06762152777777777, 0.00040295500335795837]",1.0,7.0,0.0102573002014775,0.4661888888888889,0.0676215277777777,0.0004029550033579,0.0102573002014775,1.0,s_t
14,/html/body/document/type/sequence/filename/description/text/div/div/div[27],TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/div/div/div[27],TABLE OF CONTENTS,t,8.0,"[0.012276265950302215, 0.45061874999999996, 0.09876319444444444, 0.00040295500335795837]",1.0,8.0,0.0122762659503022,0.4506187499999999,0.0987631944444444,0.0004029550033579,0.0122762659503022,1.0,s_t
15,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[1]/td[1]/div,ARTICLE I DEFINITIONS,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[1]/td[2]/div,1,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[3]/td[1]/div,1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[3]/td[2]/div,Definitions.,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[3]/td[3]/div,1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[4]/td[1]/div,1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[4]/td[2]/div,Interpretation.,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[4]/td[3]/div,1,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[6]/td[1]/div,ARTICLE II THE MERGER,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/div/div/table[1]/tbody/tr[6]/td[2]/div,2,24,,,,,,,,,,,,,,o
