,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d89165dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/u,EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,0,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],by and among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],by and among,t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,1,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"BUILDERS FIRSTSOURCE, INC.,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"BUILDERS FIRSTSOURCE, INC.,",t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,2,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"BOSTON MERGER SUB I INC.,",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"BOSTON MERGER SUB I INC.,",t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,3,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,4,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"BMC STOCK HOLDINGS, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"BMC STOCK HOLDINGS, INC.",t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,5,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of August 26, 2020",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of August 26, 2020",t,0,"[0.0014075196444162236, 0.25862389118864576, 0.48255470136014195, 0.0032171918406222718]",7,6,0.00140752,0.258623891,0.482554701,0.003217192,0.00140752,7,e_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,2,"[0.013519596793396302, 0.4599166173861621, 0.079969840331165, 0.00023282323993967775]",1,7,0.013519597,0.459916617,0.07996984,0.000232823,0.013519597,1,s_st
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1],ARTICLE I,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1],THE MERGER,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1],Section 1.1,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3]/p,Closing,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],6,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1],Section 1.2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3]/p,The Merger,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],6,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[1],ARTICLE II,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[12]/td[1],CERTAIN GOVERNANCE MATTERS,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[1],Section 2.1,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[3]/p,Name and Trading Symbol,27,,,,,,,,,,,,,,o
