,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d810900dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0019846989688435527, 0.4156520833333333, 0.16869583333333332, 0.00033263111209668475]",1.0,0.0,0.0019846989688435527,0.4156520833333333,0.16869583333333332,0.00033263111209668475,0.0019846989688435527,1.0,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],dated as of,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],dated as of,t,1,"[0.0026832243042465907, 0.47994791666666664, 0.040098749999999996, 0.00033263111209668475]",1.0,1.0,0.0026832243042465907,0.47994791666666664,0.040098749999999996,0.00033263111209668475,0.0026832243042465907,1.0,s_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"NOVEMBER 7, 2020",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"NOVEMBER 7, 2020",t,2,"[0.0033817496396496287, 0.4589847222222222, 0.08203125, 0.00033263111209668475]",1.0,2.0,0.0033817496396496287,0.4589847222222222,0.08203125,0.00033263111209668475,0.0033817496396496287,1.0,s_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],among,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],among,t,3,"[0.004080274975052666, 0.48740208333333335, 0.025195277777777778, 0.00033263111209668475]",1.0,3.0,0.004080274975052666,0.48740208333333335,0.025195277777777778,0.00033263111209668475,0.004080274975052666,1.0,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,NAVISTAR INTERNATIONAL CORPORATION,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,NAVISTAR INTERNATIONAL CORPORATION,t,4,"[0.004778800310455704, 0.3993979166666667, 0.20120416666666666, 0.00033263111209668475]",2.0,4.0,0.004778800310455704,0.3993979166666667,0.20120416666666666,0.00033263111209668475,0.004778800310455704,2.0,b_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],",",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],",",t,4,"[0.004778800310455704, 0.3993979166666667, 0.20120416666666666, 0.00033263111209668475]",2.0,5.0,0.004778800310455704,0.3993979166666667,0.20120416666666666,0.00033263111209668475,0.004778800310455704,2.0,e_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,TRATON SE,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,TRATON SE,t,5,"[0.005477325645858742, 0.47380625, 0.05238715277777778, 0.00033263111209668475]",1.0,6.0,0.005477325645858742,0.47380625,0.05238715277777778,0.00033263111209668475,0.005477325645858742,1.0,s_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],and,14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],and,t,6,"[0.00617585098126178, 0.49331597222222223, 0.013368055555555555, 0.00033263111209668475]",1.0,7.0,0.00617585098126178,0.49331597222222223,0.013368055555555555,0.00033263111209668475,0.00617585098126178,1.0,s_t
15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,DUSK INC.,15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,DUSK INC.,t,7,"[0.006874376316664819, 0.47634027777777777, 0.04731986111111112, 0.00033263111209668475]",1.0,8.0,0.006874376316664819,0.47634027777777777,0.04731986111111112,0.00033263111209668475,0.006874376316664819,1.0,s_t
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,16,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,t,8,"[0.007816831134272091, 0.45061874999999996, 0.09876319444444444, 0.00033263111209668475]",1.0,9.0,0.007816831134272091,0.45061874999999996,0.09876319444444444,0.00033263111209668475,0.007816831134272091,1.0,s_t
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],P,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/small,AGE,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1],ARTICLE 1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1],D,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/small,EFINITIONS,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1],Section 1.01,22,,,,,,,,,,,,,,o
