,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,ex_209884.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,ex_209884.htm,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[1]/font/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/p[4],EXECUTION COPY,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/p[9]/b[1],AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/p[9]/b[1],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,0.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,b_t
8,/html/body/document/type/sequence/filename/description/text/p[9]/b[2],AND REORGANIZATION,8,/html/body/document/type/sequence/filename/description/text/p[9]/b[2],AND REORGANIZATION,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,1.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
9,/html/body/document/type/sequence/filename/description/text/p[11],by and among:,9,/html/body/document/type/sequence/filename/description/text/p[11],by and among:,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,2.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
10,/html/body/document/type/sequence/filename/description/text/p[13]/font/b[1],Marvell Technology Group Ltd.,10,/html/body/document/type/sequence/filename/description/text/p[13]/font/b[1],Marvell Technology Group Ltd.,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,3.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
11,/html/body/document/type/sequence/filename/description/text/p[13]/font/b[2],",",11,/html/body/document/type/sequence/filename/description/text/p[13]/font/b[2],",",t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,4.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
12,/html/body/document/type/sequence/filename/description/text/p[13],a Bermuda exempted company;,12,/html/body/document/type/sequence/filename/description/text/p[13],a Bermuda exempted company;,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,5.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
13,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[1],Maui,13,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[1],Maui,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,6.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
14,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[2],H,14,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[2],H,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,7.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
15,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[3],old,15,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[3],old,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,8.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
16,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[4],Co,16,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[4],Co,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,9.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
17,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[5],",",17,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[5],",",t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,10.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
18,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[7],Inc.,18,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[7],Inc.,t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,11.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
19,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[8],",",19,/html/body/document/type/sequence/filename/description/text/p[15]/font/b[8],",",t,0,"[0.0026784836669833884, 0.012217916666666669, 0.9755625, 0.0050702794797024995]",31.0,12.0,0.0026784836669833884,0.012217916666666669,0.9755625,0.0050702794797024995,0.0026784836669833884,31.0,i_t
