,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d168575dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,Execution Version,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,0.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,1.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,SKY PARENT INC.,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,SKY PARENT INC.,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,2.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,PROJECT SKY MERGER SUB INC.,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,PROJECT SKY MERGER SUB INC.,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,3.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,4.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"CLOUDERA, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"CLOUDERA, INC.",t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,5.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of June 1, 2021",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of June 1, 2021",t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7.0,6.0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7.0,e_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.005220530835284933, 0.45009894736842104, 0.09980280701754385, 0.00024395003903200624]",1.0,7.0,0.005220530835284933,0.45009894736842104,0.09980280701754385,0.00024395003903200624,0.005220530835284933,1.0,s_st
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p/b/a,ARTICLE I DEFINITIONS & INTERPRETATIONS,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[4]/b,2,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3]/p/a,Certain Definitions,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3]/p/a,Additional Definitions,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],13,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.3,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3]/p/a,Certain Interpretations,25,,,,,,,,,,,,,,o
