,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d758004dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,PROJECT ELEVATE,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,PROJECT ELEVATE,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,0.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,PLAN AND AGREEMENT OF MERGER,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,PLAN AND AGREEMENT OF MERGER,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,1.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,AMONG,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,AMONG,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,2.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"GLACIER BANCORP, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"GLACIER BANCORP, INC.",t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,3.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,GLACIER BANK,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,GLACIER BANK,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,4.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11]/b,ALTABANCORP AND,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11]/b,ALTABANCORP AND,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,5.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12]/b,ALTABANK,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12]/b,ALTABANK,t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,6.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13]/b,"DATED AS OF MAY 18, 2021",14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13]/b,"DATED AS OF MAY 18, 2021",t,430,"[0.0037735620535383247, 0.25862389118864576, 0.48255470136014195, 0.00804145141755444]",8.0,7.0,0.0037735620535383247,0.25862389118864576,0.48255470136014195,0.00804145141755444,0.0037735620535383247,8.0,e_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[1]/p,ARTICLE 1 TERMS OF TRANSACTION,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[4],11,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[3],Effect of Merger,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[6],11,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Merger Consideration,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],11,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,1.3,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],No Fractional Shares,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],11,25,,,,,,,,,,,,,,o
