,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,tm218232d1_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[4]/b,AGREEMENT AND PLAN OF MERGER,5,/html/body/document/type/sequence/filename/description/text/p[4]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,0.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,b_t
6,/html/body/document/type/sequence/filename/description/text/p[6]/b,Among,6,/html/body/document/type/sequence/filename/description/text/p[6]/b,Among,t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,1.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,i_t
7,/html/body/document/type/sequence/filename/description/text/p[8]/b,"WHITE SANDS PARENT, INC.,",7,/html/body/document/type/sequence/filename/description/text/p[8]/b,"WHITE SANDS PARENT, INC.,",t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,2.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/p[10]/b,"WHITE SANDS BIDCO, INC.",8,/html/body/document/type/sequence/filename/description/text/p[10]/b,"WHITE SANDS BIDCO, INC.",t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,3.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/p[12]/b,and,9,/html/body/document/type/sequence/filename/description/text/p[12]/b,and,t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,4.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/p[14]/b,"BOINGO WIRELESS, INC.",10,/html/body/document/type/sequence/filename/description/text/p[14]/b,"BOINGO WIRELESS, INC.",t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,5.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/p[16]/b,"Dated as of February 26, 2021",11,/html/body/document/type/sequence/filename/description/text/p[16]/b,"Dated as of February 26, 2021",t,0,"[0.0016290336223303023, 0.004730928444707274, 0.9903429923122413, 0.004667817955405183]",7.0,6.0,0.0016290336223303023,0.004730928444707274,0.9903429923122413,0.004667817955405183,0.0016290336223303023,7.0,e_t
12,/html/body/document/type/sequence/filename/description/text/p[20]/font/b,TABLE OF CONTENTS,12,/html/body/document/type/sequence/filename/description/text/p[20]/font/b,TABLE OF CONTENTS,t,1,"[0.008724724513051856, 0.4578344175044352, 0.0841277350680071, 0.00034460421512652427]",1.0,7.0,0.008724724513051856,0.4578344175044352,0.0841277350680071,0.00034460421512652427,0.008724724513051856,1.0,s_t
13,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[4]/font/b/u,Page,13,,,,,,,,,,,,,,o
14,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,1.,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,Definitions,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,1,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/font,1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[3]/font,Definitions,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[4]/font,1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1]/font,2.,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[2]/font,The Merger,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[3]/font,12,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[2]/font,2.1,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[3]/font,The Merger,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[7]/td[4]/font,12,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[2]/font,2.2,26,,,,,,,,,,,,,,o
