,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,dp146200_ex0201.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/p[2]/font/b,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,5,/html/body/document/type/sequence/filename/description/text/p[4],AGREEMENT AND PLAN OF MERGER,t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,0.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,b_t
6,/html/body/document/type/sequence/filename/description/text/p[4],dated as of,6,/html/body/document/type/sequence/filename/description/text/p[4],dated as of,t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,1.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
7,/html/body/document/type/sequence/filename/description/text/p[4]/font[1],16-Feb-21,7,/html/body/document/type/sequence/filename/description/text/p[4]/font[1],"February 16, 2021",t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,2.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
8,/html/body/document/type/sequence/filename/description/text/p[4]/font[1],among,8,/html/body/document/type/sequence/filename/description/text/p[4]/font[1],among,t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,3.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/p[4],"TRIBUNE PUBLISHING COMPANY,",9,/html/body/document/type/sequence/filename/description/text/p[4],"TRIBUNE PUBLISHING COMPANY,",t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,4.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/p[4],"TRIBUNE ENTERPRISES, LLC",10,/html/body/document/type/sequence/filename/description/text/p[4],"TRIBUNE ENTERPRISES, LLC",t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,5.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/p[4]/font[2],and,11,/html/body/document/type/sequence/filename/description/text/p[4]/font[2],and,t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,6.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/p[4]/font[3],"TRIBUNE MERGER SUB, INC.",12,/html/body/document/type/sequence/filename/description/text/p[4]/font[3],"TRIBUNE MERGER SUB, INC.",t,0.0,"[0.0019420708023526801, 0.4147642105263158, 0.17047157894736842, 0.006436577516368882]",8.0,7.0,0.0019420708023526,0.4147642105263158,0.1704715789473684,0.0064365775163688,0.0019420708023526,8.0,e_t
13,/html/body/document/type/sequence/filename/description/text/p[6],TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/p[6],TABLE OF CONTENTS,st,1.0,"[0.01037620685828432, 0.45009894736842104, 0.09980280701754385, 0.0004161580290755743]",1.0,8.0,0.0103762068582843,0.450098947368421,0.0998028070175438,0.0004161580290755,0.0103762068582843,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/p[12]/font/u,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[1]/td,Article 1,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[1]/td,Definitions,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[3]/td[1],Section 1.01.,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[3]/td[1]/i,Definitions,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[3]/td[2],1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[4]/td[1],Section 1.02.,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[4]/td[1]/i,Other Definitional and Interpretative Provisions,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[4]/td[2],11,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[6]/td,Article 2,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[6]/td,The Merger,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/p[15]/table/tbody/tr[8]/td[1],Section 2.01.,25,,,,,,,,,,,,,,o
