,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-99.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d84943dex991.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-99.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-99.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,EXHIBIT 1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AGREEMENT AND PLAN OF MERGER,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,0.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,b_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,1.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"EIDOS THERAPEUTICS, INC.,",8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"EIDOS THERAPEUTICS, INC.,",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,2.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"BRIDGEBIO PHARMA, INC.",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"BRIDGEBIO PHARMA, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,3.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"GLOBE MERGER SUB I, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"GLOBE MERGER SUB I, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,4.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,5.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"GLOBE MERGER SUB II, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"GLOBE MERGER SUB II, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8.0,6.0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8.0,i_t
