,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d941779dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,0.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"Dated as of June 10, 2020",8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"Dated as of June 10, 2020",t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,1.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],by and among,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],by and among,t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,2.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"GRUBHUB INC.,",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"GRUBHUB INC.,",t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,3.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"CHECKERS MERGER SUB I, INC.,",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"CHECKERS MERGER SUB I, INC.,",t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,4.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],"CHECKERS MERGER SUB II, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],"CHECKERS MERGER SUB II, INC.",t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,5.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],and,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],and,t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,6.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],JUST EAT TAKEAWAY.COM N.V.,14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],JUST EAT TAKEAWAY.COM N.V.,t,0,"[0.0054386867871663285, 0.21666666666666667, 0.5666666666666667, 0.0035860577728373255]",8.0,7.0,0.0054386867871663285,0.21666666666666667,0.5666666666666667,0.0035860577728373255,0.0054386867871663285,8.0,e_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b/u,TABLE OF CONTENTS,15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b/u,TABLE OF CONTENTS,st,1,"[0.014260358453503067, 0.45061874999999996, 0.09876319444444444, 0.00022841132311065767]",1.0,8.0,0.014260358453503067,0.45061874999999996,0.09876319444444444,0.00022841132311065767,0.014260358453503067,1.0,s_st
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p/b,Article I The Mergers,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4]/b,2,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,Section 1.1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[3],The Mergers,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[6],2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,Section 1.2,22,,,,,,,,,,,,,,o
