,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,tm2127316d3_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/p[2]/b,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[4]/b,EXECUTION VERSION,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/p[6],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,0,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,b_t
7,/html/body/document/type/sequence/filename/description/text/p[8],By and Among,7,/html/body/document/type/sequence/filename/description/text/p[8],By and Among,t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,1,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,i_t
8,/html/body/document/type/sequence/filename/description/text/p[10],"ECHO GLOBAL LOGISTICS, INC.,",8,/html/body/document/type/sequence/filename/description/text/p[10],"ECHO GLOBAL LOGISTICS, INC.,",t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,2,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,i_t
9,/html/body/document/type/sequence/filename/description/text/p[12],"EINSTEIN MIDCO, LLC",9,/html/body/document/type/sequence/filename/description/text/p[12],"EINSTEIN MIDCO, LLC",t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,3,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,i_t
10,/html/body/document/type/sequence/filename/description/text/p[14],and,10,/html/body/document/type/sequence/filename/description/text/p[14],and,t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,4,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,i_t
11,/html/body/document/type/sequence/filename/description/text/p[16],"EINSTEIN MERGER SUB, INC.",11,/html/body/document/type/sequence/filename/description/text/p[16],"EINSTEIN MERGER SUB, INC.",t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,5,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,i_t
12,/html/body/document/type/sequence/filename/description/text/p[18],"Dated as of September 9, 2021",12,/html/body/document/type/sequence/filename/description/text/p[18],"Dated as of September 9, 2021",t,0,"[0.002912761355443403, 0.005555555555555556, 0.9888888888888889, 0.005796683489545782]",7,6,0.002912761,0.005555556,0.988888889,0.005796683,0.002912761,7,e_t
13,/html/body/document/type/sequence/filename/description/text/p[22]/font/u,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/p[22]/font/u,TABLE OF CONTENTS,st,1,"[0.011016582552271089, 0.4530541666666667, 0.09388541666666667, 0.0004325883201153569]",1,7,0.011016583,0.453054167,0.093885417,0.000432588,0.011016583,1,s_st
14,/html/body/document/type/sequence/filename/description/text/p[24]/u,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/p[26]/font,Article I,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/p[26],The Merger,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font,1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[3]/font,The Merger,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[4]/font,2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[2]/font,1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[3]/font,Closing,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[2]/td[4]/font,2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2]/font,1.3,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[3]/font,Effective Time,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[4]/font,2,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/font,1.4,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[3]/font,Effects of the Merger,27,,,,,,,,,,,,,,o
28,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[4]/font,2,28,,,,,,,,,,,,,,o
29,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/font,1.5,29,,,,,,,,,,,,,,o
30,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[3]/font,Charter and By-laws of the Surviving Corporation,30,,,,,,,,,,,,,,o
