,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,ex_279757.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,ex_279757.htm,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/p[1]/font/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/p[7]/b[1],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/p[7]/b[1],AGREEMENT AND PLAN OF MERGER,t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,0.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,b_t
7,/html/body/document/type/sequence/filename/description/text/p[7]/b[2],by and among,7,/html/body/document/type/sequence/filename/description/text/p[7]/b[2],by and among,t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,1.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/p[7]/b[3],"DSP GROUP, INC.,",8,/html/body/document/type/sequence/filename/description/text/p[7]/b[3],"DSP GROUP, INC.,",t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,2.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/p[7]/b[4],"SYNAPTICS INCORPORATED,",9,/html/body/document/type/sequence/filename/description/text/p[7]/b[4],"SYNAPTICS INCORPORATED,",t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,3.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/p[7]/b[5],and,10,/html/body/document/type/sequence/filename/description/text/p[7]/b[5],and,t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,4.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/p[7]/b[6],"OSPREY MERGER SUB, INC.",11,/html/body/document/type/sequence/filename/description/text/p[7]/b[6],"OSPREY MERGER SUB, INC.",t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,5.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/p[7]/b[7],"August 30, 2021",12,/html/body/document/type/sequence/filename/description/text/p[7]/b[7],"August 30, 2021",t,0,"[0.002380660454471146, 0.4147642105263158, 0.17047157894736842, 0.004107405590975968]",7.0,6.0,0.002380660454471146,0.4147642105263158,0.17047157894736842,0.004107405590975968,0.002380660454471146,7.0,e_t
13,/html/body/document/type/sequence/filename/description/text/p[12]/b,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/p[12]/b,TABLE OF CONTENTS,st,1,"[0.008711950302435835, 0.45009894736842104, 0.09980280701754385, 0.00030652280529671407]",1.0,7.0,0.008711950302435835,0.45009894736842104,0.09980280701754385,0.00030652280529671407,0.008711950302435835,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[3]/u/b,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/p/b,ARTICLE 1,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/p,DEFINITIONS,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[2],1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[1]/p,Section 1.01,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[2]/p,Definitions,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[4]/td[3]/p,1,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[1]/p,Section 1.02,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[2]/p,Other Definitional and Interpretative Provisions,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[5]/td[3]/p,16,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1]/p/b,ARTICLE 2,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[1]/p,THE MERGER,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[6]/td[2],17,26,,,,,,,,,,,,,,o
