,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d453060dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,0.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,b_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],By and Among,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],By and Among,t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,1.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"ABBVIE INC.,",8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"ABBVIE INC.,",t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,2.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"SCOUT MERGER SUB, INC.",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"SCOUT MERGER SUB, INC.",t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,3.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,4.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"SOLITON, INC.",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"SOLITON, INC.",t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,5.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of May 8, 2021",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of May 8, 2021",t,0.0,"[0.0018690806554586084, 0.21368421052631578, 0.5726315789473684, 0.004341349223238987]",7.0,6.0,0.001869081,0.213684211,0.572631579,0.004341349,0.001869081,7.0,e_t
13,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1.0,"[0.0074304320068099595, 0.45256, 0.0948736842105263, 0.0003192168546499255]",1.0,7.0,0.007430432,0.45256,0.094873684,0.000319217,0.007430432,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[3],ARTICLE I,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],The Transactions,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,SECTION 1.01.,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],The Merger,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,SECTION 1.02.,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Closing,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,SECTION 1.03.,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Effective Time,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],2,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[1]/p,SECTION 1.04.,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[3],Effects of the Merger,27,,,,,,,,,,,,,,o
