,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d193271dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0009590105656508871, 0.4156520833333333, 0.16869583333333332, 0.0002480199738752294]",1.0,0.0,0.0009590105656508871,0.4156520833333333,0.16869583333333332,0.0002480199738752294,0.0009590105656508871,1.0,s_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,t,1,"[0.001479852510788869, 0.47377361111111116, 0.05244680555555555, 0.0002480199738752294]",1.0,1.0,0.001479852510788869,0.47377361111111116,0.05244680555555555,0.0002480199738752294,0.001479852510788869,1.0,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,"NEWPORT HOLDINGS, LLC",8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,"NEWPORT HOLDINGS, LLC",t,2,"[0.0020006944559268504, 0.43723402777777776, 0.12553194444444443, 0.0002480199738752294]",2.0,2.0,0.0020006944559268504,0.43723402777777776,0.12553194444444443,0.0002480199738752294,0.0020006944559268504,2.0,b_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],",",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],",",t,2,"[0.0020006944559268504, 0.43723402777777776, 0.12553194444444443, 0.0002480199738752294]",2.0,3.0,0.0020006944559268504,0.43723402777777776,0.12553194444444443,0.0002480199738752294,0.0020006944559268504,2.0,e_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"NEWPORT MERGER SUB, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"NEWPORT MERGER SUB, INC.",t,3,"[0.0025215364010648324, 0.43222638888888887, 0.1355472222222222, 0.0002480199738752294]",1.0,4.0,0.0025215364010648324,0.43222638888888887,0.1355472222222222,0.0002480199738752294,0.0025215364010648324,1.0,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,t,4,"[0.0030423783462028143, 0.49331597222222223, 0.013368055555555555, 0.0002480199738752294]",1.0,5.0,0.0030423783462028143,0.49331597222222223,0.013368055555555555,0.0002480199738752294,0.0030423783462028143,1.0,s_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,THE NEW HOME COMPANY INC.,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,THE NEW HOME COMPANY INC.,t,5,"[0.003563220291340796, 0.4266708333333333, 0.14665833333333333, 0.0002480199738752294]",1.0,6.0,0.003563220291340796,0.4266708333333333,0.14665833333333333,0.0002480199738752294,0.003563220291340796,1.0,s_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of July 23, 2021",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of July 23, 2021",t,6,"[0.004084062236478778, 0.4526909722222222, 0.09461249999999999, 0.0002480199738752294]",1.0,7.0,0.004084062236478778,0.4526909722222222,0.09461249999999999,0.0002480199738752294,0.004084062236478778,1.0,s_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,t,7,"[0.0047867854957919275, 0.45061874999999996, 0.09876319444444444, 0.0002480199738752294]",1.0,8.0,0.0047867854957919275,0.45061874999999996,0.09876319444444444,0.0002480199738752294,0.0047867854957919275,1.0,s_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,ARTICLE 1 THE OFFER,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],3,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3]/p,The Offer,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],3,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3]/p,Company Actions,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],8,23,,,,,,,,,,,,,,o
