,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,brhc10018583_ex2-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[1]/font,Exhibit 2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[3]/div/u,EXECUTION VERSION,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[5],AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[5],AGREEMENT AND PLAN OF MERGER,t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,0.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,b_t
7,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[7],by and among,7,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[7],by and among,t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,1.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,i_t
8,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[9],"CENTENE CORPORATION,",8,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[9],"CENTENE CORPORATION,",t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,2.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,i_t
9,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[11],"MAYFLOWER MERGER SUB, INC.",9,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[11],"MAYFLOWER MERGER SUB, INC.",t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,3.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,i_t
10,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[13],and,10,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[13],and,t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,4.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,i_t
11,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[15],"MAGELLAN HEALTH, INC.",11,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[15],"MAGELLAN HEALTH, INC.",t,0,"[0.002540531192093885, 0.005555555555555556, 0.9888888888888889, 0.00420012353304509]",6.0,5.0,0.002540531192093885,0.005555555555555556,0.9888888888888889,0.00420012353304509,0.002540531192093885,6.0,e_t
12,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[17],"Dated as of January 4, 2021",12,,,,,,,,,,,,,,o
13,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[20],TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/div[1]/div/div[20],TABLE OF CONTENTS,st,1,"[0.008609857936998146, 0.4530541666666667, 0.09388541666666667, 0.0003705991352686844]",1.0,6.0,0.008609857936998146,0.4530541666666667,0.09388541666666667,0.0003705991352686844,0.008609857936998146,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[1]/td[3]/div/u,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[2]/td/div,ARTICLE I,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[4]/td/div,THE MERGER,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[6]/td[1]/div,Section 1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[6]/td[2]/div,Closing,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[6]/td[3]/div,2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[7]/td[1]/div,Section 1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[7]/td[2]/div,The Merger,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[7]/td[3]/div,2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[8]/td/div,ARTICLE II,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[10]/td/div,EFFECT ON THE CAPITAL STOCK; EXCHANGE OF CERTIFICATES,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/div[1]/div/table[1]/tbody/tr[12]/td[1]/div,Section 2.1,25,,,,,,,,,,,,,,o
