,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d108904dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,0.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,b_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],By and Among,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],By and Among,t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,1.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,SITEL WORLDWIDE CORPORATION,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,SITEL WORLDWIDE CORPORATION,t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,2.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"FLORIDA MERGERSUB, INC.",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"FLORIDA MERGERSUB, INC.",t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,3.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],and,t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,4.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"SYKES ENTERPRISES, INCORPORATED",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"SYKES ENTERPRISES, INCORPORATED",t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,5.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of June 17, 2021",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"Dated as of June 17, 2021",t,0.0,"[0.0012066992614168314, 0.21368421052631578, 0.5726315789473684, 0.00424425257463851]",7.0,6.0,0.001206699,0.213684211,0.572631579,0.004244253,0.001206699,7.0,e_t
13,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1.0,"[0.006595235618433372, 0.45009894736842104, 0.09980280701754385, 0.0003120773951940081]",1.0,7.0,0.006595236,0.450098947,0.099802807,0.000312077,0.006595236,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[1]/p,Article I The Merger,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[4],2,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,Section 1.01,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[3],The Merger,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[6],2,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,Section 1.02,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Closing,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,Section 1.03,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Effective Time,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],2,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[1]/p,Section 1.04,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[3],Effects of the Merger,26,,,,,,,,,,,,,,o
