,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d28714dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0019824130064013115, 0.4156520833333333, 0.16869583333333332, 0.0003322479898996611]",1,0,0.001982413,0.415652083,0.168695833,0.000332248,0.001982413,1,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,among,t,1,"[0.0023257359292976278, 0.48662638888888887, 0.026746944444444445, 0.0003322479898996611]",1,1,0.002325736,0.486626389,0.026746944,0.000332248,0.002325736,1,s_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"OAKTREE STRATEGIC INCOME CORPORATION,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"OAKTREE STRATEGIC INCOME CORPORATION,",t,2,"[0.002669058852193944, 0.3908743055555556, 0.21825069444444445, 0.0003322479898996611]",1,2,0.002669059,0.390874306,0.218250694,0.000332248,0.002669059,1,s_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"OAKTREE SPECIALTY LENDING CORPORATION,",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"OAKTREE SPECIALTY LENDING CORPORATION,",t,3,"[0.003012381775090261, 0.3898381944444444, 0.22031805555555553, 0.0003322479898996611]",1,3,0.003012382,0.389838194,0.220318056,0.000332248,0.003012382,1,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"LION MERGER SUB, INC.",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"LION MERGER SUB, INC.",t,4,"[0.003355704697986577, 0.4440645833333333, 0.11187083333333334, 0.0003322479898996611]",1,4,0.003355705,0.444064583,0.111870833,0.000332248,0.003355705,1,s_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,and,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,and,t,5,"[0.003699027620882894, 0.4925347222222222, 0.014925138888888889, 0.0003322479898996611]",1,5,0.003699028,0.492534722,0.014925139,0.000332248,0.003699028,1,s_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"OAKTREE FUND ADVISORS, LLC",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"OAKTREE FUND ADVISORS, LLC",t,6,"[0.00404235054377921, 0.42618819444444445, 0.1476236111111111, 0.0003322479898996611]",1,6,0.004042351,0.426188194,0.147623611,0.000332248,0.004042351,1,s_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,(for the limited purposes set forth herein),14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,(for the limited purposes set forth herein),t,7,"[0.004385673466675527, 0.4184083333333334, 0.16317847222222223, 0.0003322479898996611]",1,7,0.004385673,0.418408333,0.163178472,0.000332248,0.004385673,1,s_t
15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],"Dated as of October 28, 2020",15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],"Dated as of October 28, 2020",t,8,"[0.004728996389571843, 0.44550208333333335, 0.10899513888888888, 0.0003322479898996611]",1,8,0.004728996,0.445502083,0.108995139,0.000332248,0.004728996,1,s_t
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,16,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,t,9,"[0.006279487009103595, 0.45061874999999996, 0.09876319444444444, 0.0003322479898996611]",1,9,0.006279487,0.45061875,0.098763194,0.000332248,0.006279487,1,s_t
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,ARTICLE I THE MERGER,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,1.1.,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[3],The Merger,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[6],2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.2.,23,,,,,,,,,,,,,,o
