,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d100489dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b/i,Execution Version,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.00154336954647353, 0.4156520833333333, 0.16869583333333332, 0.0002586652871184687]",1.0,0.0,0.00154336954647353,0.4156520833333333,0.16869583333333332,0.0002586652871184687,0.00154336954647353,1.0,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,t,1,"[0.0020865666494223143, 0.47196180555555556, 0.05607638888888889, 0.0002586652871184687]",1.0,1.0,0.0020865666494223143,0.47196180555555556,0.05607638888888889,0.0002586652871184687,0.0020865666494223143,1.0,s_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"MICROSOFT CORPORATION,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"MICROSOFT CORPORATION,",t,2,"[0.0026297637523710984, 0.4343368055555556, 0.13132083333333333, 0.0002586652871184687]",1.0,2.0,0.0026297637523710984,0.4343368055555556,0.13132083333333333,0.0002586652871184687,0.0026297637523710984,1.0,s_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,BIG SKY MERGER SUB INC.,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,BIG SKY MERGER SUB INC.,t,3,"[0.003172960855319883, 0.4380590277777777, 0.12387708333333335, 0.0002586652871184687]",1.0,3.0,0.003172960855319883,0.4380590277777777,0.12387708333333335,0.0002586652871184687,0.003172960855319883,1.0,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,4,"[0.003716157958268667, 0.4925347222222222, 0.014925138888888889, 0.0002586652871184687]",1.0,4.0,0.003716157958268667,0.4925347222222222,0.014925138888888889,0.0002586652871184687,0.003716157958268667,1.0,s_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"NUANCE COMMUNICATIONS, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"NUANCE COMMUNICATIONS, INC.",t,6,"[0.0042593550612174515, 0.4221680555555556, 0.15565833333333334, 0.0002586652871184687]",1.0,5.0,0.0042593550612174515,0.4221680555555556,0.15565833333333334,0.0002586652871184687,0.0042593550612174515,1.0,s_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of April 11, 2021",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of April 11, 2021",t,5,"[0.004802552164166235, 0.44933819444444445, 0.10131805555555555, 0.0002586652871184687]",1.0,6.0,0.004802552164166235,0.44933819444444445,0.10131805555555555,0.0002586652871184687,0.004802552164166235,1.0,s_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,t,7,"[0.005854457665114675, 0.45061874999999996, 0.09876319444444444, 0.0002586652871184687]",1.0,7.0,0.005854457665114675,0.45061874999999996,0.09876319444444444,0.0002586652871184687,0.005854457665114675,1.0,s_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,ARTICLE I DEFINITIONS & INTERPRETATIONS,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1.,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],Certain Definitions,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],1,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2.,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Additional Definitions,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],17,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.3.,24,,,,,,,,,,,,,,o
