,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,exhibit21mergeragreement.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,Document,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/div[3]/font,EXHIBIT 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/div[15]/font,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/div[15]/font,AGREEMENT AND PLAN OF MERGER,t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,0.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,b_t
7,/html/body/document/type/sequence/filename/description/text/div[17]/font,BY AND BETWEEN,7,/html/body/document/type/sequence/filename/description/text/div[17]/font,BY AND BETWEEN,t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,1.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,i_t
8,/html/body/document/type/sequence/filename/description/text/div[19]/font,"NICOLET BANKSHARES, INC.",8,/html/body/document/type/sequence/filename/description/text/div[19]/font,"NICOLET BANKSHARES, INC.",t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,2.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,i_t
9,/html/body/document/type/sequence/filename/description/text/div[21]/font,AND,9,/html/body/document/type/sequence/filename/description/text/div[21]/font,AND,t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,3.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,i_t
10,/html/body/document/type/sequence/filename/description/text/div[23]/font,MACKINAC FINANCIAL CORPORATION,10,/html/body/document/type/sequence/filename/description/text/div[23]/font,MACKINAC FINANCIAL CORPORATION,t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,4.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,i_t
11,/html/body/document/type/sequence/filename/description/text/div[25]/font,12-Apr-21,11,/html/body/document/type/sequence/filename/description/text/div[25]/font,"APRIL 12, 2021",t,0.0,"[0.00751698983727165, 0.005614035087719298, 0.9887719298245614, 0.00429114450194318]",6.0,5.0,0.0075169898372716,0.0056140350877192,0.9887719298245614,0.0042911445019431,0.0075169898372716,6.0,e_t
12,/html/body/document/type/sequence/filename/description/text/div[30]/font,TABLE OF CONTENTS,12,/html/body/document/type/sequence/filename/description/text/div[30]/font,TABLE OF CONTENTS,st,1.0,"[0.01691433381133487, 0.45256, 0.0948736842105263, 0.0003117401334247771]",1.0,6.0,0.0169143338113348,0.45256,0.0948736842105263,0.0003117401334247,0.0169143338113348,1.0,s_st
13,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[2]/td[1]/div/font,Article 1 THE MERGER,13,,,,,,,,,,,,,,o
14,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[2]/td[2]/div/font/a,1,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[3]/td[1]/div/font[1],Section 1.1,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[3]/td[1]/div/font[3],The Merger,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[3]/td[2]/div/font/a,1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[4]/td[1]/div/font[1],Section 1.2,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[4]/td[1]/div/font[3],Effective Time; Closing,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[4]/td[2]/div/font/a,1,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[5]/td[1]/div/font[1],Section 1.3,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[5]/td[1]/div/font[3],Effects of the Merger,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[5]/td[2]/div/font/a,2,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[6]/td[1]/div/font[1],Section 1.4,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[6]/td[1]/div/font[3],Organizational Documents of the Surviving Entity,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[6]/td[2]/div/font/a,2,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/div[31]/table/tbody/tr[7]/td[1]/div/font[1],Section 1.5,27,,,,,,,,,,,,,,o
