,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d67182dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0019533772439622884, 0.4156520833333333, 0.16869583333333332, 0.00024215420379697792]",1,0,0.001953377,0.415652083,0.168695833,0.000242154,0.001953377,1,s_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],by and among:,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],by and among:,t,1,"[0.0024619010719359423, 0.47248819444444445, 0.055018472222222226, 0.00024215420379697792]",1,1,0.002461901,0.472488194,0.055018472,0.000242154,0.002461901,1,s_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"ADVANCED MICRO DEVICES, INC.,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,"ADVANCED MICRO DEVICES, INC.,",t,2,"[0.0029704248999095958, 0.42164722222222223, 0.1567, 0.00024215420379697792]",1,2,0.002970425,0.421647222,0.1567,0.000242154,0.002970425,1,s_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],a Delaware corporation;,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],a Delaware corporation;,t,3,"[0.0032206509104998064, 0.4552791666666666, 0.0894423611111111, 0.00024215420379697792]",1,3,0.003220651,0.455279167,0.089442361,0.000242154,0.003220651,1,s_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"THRONES MERGER SUB, INC.,",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"THRONES MERGER SUB, INC.,",t,4,"[0.00372917473847346, 0.43210208333333333, 0.13579097222222222, 0.00024215420379697792]",1,4,0.003729175,0.432102083,0.135790972,0.000242154,0.003729175,1,s_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],a Delaware corporation;,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],a Delaware corporation;,t,5,"[0.003979400749063671, 0.4552791666666666, 0.0894423611111111, 0.00024215420379697792]",1,5,0.003979401,0.455279167,0.089442361,0.000242154,0.003979401,1,s_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],and,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],and,t,6,"[0.004487924577037324, 0.49331597222222223, 0.013368055555555555, 0.00024215420379697792]",1,6,0.004487925,0.493315972,0.013368056,0.000242154,0.004487925,1,s_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12]/b,"XILINX, INC.,",14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12]/b,"XILINX, INC.,",t,7,"[0.004996448405010978, 0.47016597222222223, 0.059667986111111106, 0.00024215420379697792]",1,7,0.004996448,0.470165972,0.059667986,0.000242154,0.004996448,1,s_t
15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],a Delaware corporation,15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],a Delaware corporation,t,8,"[0.005246674415601188, 0.45656458333333333, 0.08686527777777778, 0.00024215420379697792]",1,8,0.005246674,0.456564583,0.086865278,0.000242154,0.005246674,1,s_t
16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15],"Dated as of October 26, 2020",16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15],"Dated as of October 26, 2020",t,9,"[0.006199147617202635, 0.44550208333333335, 0.10899513888888888, 0.00024215420379697792]",1,9,0.006199148,0.445502083,0.108995139,0.000242154,0.006199148,1,s_t
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,17,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,t,10,"[0.0077515820741314734, 0.4530541666666667, 0.09388541666666667, 0.00024215420379697792]",1,10,0.007751582,0.453054167,0.093885417,0.000242154,0.007751582,1,s_t
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,SECTION 1. THE MERGER,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],The Merger,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,23,,,,,,,,,,,,,,o
