,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-99.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,nc10024145x4_ex99-1.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EXHIBIT 99.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/div[1]/div[1]/div[1]/font,Exhibit 99.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/div[1]/div[2],AGREEMENT AND PLAN OF MERGER,5,/html/body/document/type/sequence/filename/description/text/div[1]/div[2],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,0,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,b_t
6,/html/body/document/type/sequence/filename/description/text/div[1]/div[5],by and among,6,/html/body/document/type/sequence/filename/description/text/div[1]/div[5],by and among,t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,1,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,i_t
7,/html/body/document/type/sequence/filename/description/text/div[1]/div[7],"AMRYT PHARMA PLC,",7,/html/body/document/type/sequence/filename/description/text/div[1]/div[7],"AMRYT PHARMA PLC,",t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,2,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,i_t
8,/html/body/document/type/sequence/filename/description/text/div[1]/div[9],"ACORN MERGER SUB, INC.",8,/html/body/document/type/sequence/filename/description/text/div[1]/div[9],"ACORN MERGER SUB, INC.",t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,3,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,i_t
9,/html/body/document/type/sequence/filename/description/text/div[1]/div[11],and,9,/html/body/document/type/sequence/filename/description/text/div[1]/div[11],and,t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,4,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,i_t
10,/html/body/document/type/sequence/filename/description/text/div[1]/div[13],"CHIASMA, INC.",10,/html/body/document/type/sequence/filename/description/text/div[1]/div[13],"CHIASMA, INC.",t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,5,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,i_t
11,/html/body/document/type/sequence/filename/description/text/div[1]/div[16],"Dated as of May 4, 2021",11,/html/body/document/type/sequence/filename/description/text/div[1]/div[16],"Dated as of May 4, 2021",t,0,"[0.0017096467261048796, 0.004730928444707274, 0.9903429923122413, 0.005496428913814591]",7,6,0.001709647,0.004730928,0.990342992,0.005496429,0.001709647,7,e_t
12,/html/body/document/type/sequence/filename/description/text/div[1]/div[18],TABLE OF CONTENTS,12,/html/body/document/type/sequence/filename/description/text/div[1]/div[18],TABLE OF CONTENTS,t,1,"[0.007909117054932413, 0.4578344175044352, 0.0841277350680071, 0.00035151711245326434]",1,7,0.007909117,0.457834418,0.084127735,0.000351517,0.007909117,1,s_t
13,/html/body/document/type/sequence/filename/description/text/div[1]/div[19],Page,13,,,,,,,,,,,,,,o
