,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d24232dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/u,EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,0.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,1.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"MIRASOL PARENT, LLC,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"MIRASOL PARENT, LLC,",t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,2.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"MIRASOL MERGER SUB, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"MIRASOL MERGER SUB, INC.",t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,3.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,4.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"REALPAGE, INC.",12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"REALPAGE, INC.",t,0,"[0.0015320095857583019, 0.21666666666666667, 0.5666666666666667, 0.0029613146182814105]",6.0,5.0,0.0015320095857583019,0.21666666666666667,0.5666666666666667,0.0029613146182814105,0.0015320095857583019,6.0,e_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of December 20, 2020",13,,,,,,,,,,,,,,o
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.005811365970558028, 0.45061874999999996, 0.09876319444444444, 0.0002567613830879836]",1.0,6.0,0.005811365970558028,0.45061874999999996,0.09876319444444444,0.0002567613830879836,0.005811365970558028,1.0,s_st
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p,ARTICLE I DEFINITIONS & INTERPRETATIONS,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4],2,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],Certain Definitions,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,1.2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Additional Definitions,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],19,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.3,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],Certain Interpretations,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],21,26,,,,,,,,,,,,,,o
