,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d61211dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/u,Execution Version,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],A,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],A,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,0,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[1],GREEMENT,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[1],GREEMENT,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,1,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[2],AND,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[2],AND,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,2,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],P,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],P,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,3,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[3],LAN,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[3],LAN,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,4,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[4],OF,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[4],OF,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,5,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],M,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],M,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,6,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[5],ERGER,14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/small[5],ERGER,t,0,"[0.002137841545248953, 0.4304631944444444, 0.13906805555555557, 0.00027805583361138915]",8,7,0.002137842,0.430463194,0.139068056,0.000278056,0.002137842,8,e_t
15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[1],DATED,15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[1],DATED,t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,8,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,b_t
16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[2],AS,16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[2],AS,t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,9,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,i_t
17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[3],OF,17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[3],OF,t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,10,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,i_t
18,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],F,18,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],F,t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,11,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,i_t
19,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[4],EBRUARY,19,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/small[4],EBRUARY,t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,12,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,i_t
20,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"24, 2021",20,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"24, 2021",t,1,"[0.002573462351240129, 0.43586180555555554, 0.12827152777777778, 0.00027805583361138915]",6,13,0.002573462,0.435861806,0.128271528,0.000278056,0.002573462,6,e_t
