,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d18865dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],CONFIDENTIAL,7,,,,,,,,,,,,,,o
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,0,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,b_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],entered into by and among,9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],entered into by and among,t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,1,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"BIOTELEMETRY, INC.",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"BIOTELEMETRY, INC.",t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,2,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],PHILIPS HOLDING USA INC.,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],PHILIPS HOLDING USA INC.,t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,3,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,4,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"DAVIES MERGER SUB, INC.",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"DAVIES MERGER SUB, INC.",t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,5,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of December 18, 2020",14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of December 18, 2020",t,0,"[0.002017263117059451, 0.25862389118864576, 0.48255470136014195, 0.003931083309087383]",7,6,0.002017263,0.258623891,0.482554701,0.003931083,0.002017263,7,e_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,1,"[0.006472058966152652, 0.4599166173861621, 0.079969840331165, 0.0002844864707593832]",1,7,0.006472059,0.459916617,0.07996984,0.000284486,0.006472059,1,s_st
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5],Page,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1],ARTICLE I,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1],Definitions; Interpretation and Construction,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,Section 1.01.,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],Definitions,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,Section 1.02.,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Other Terms,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],18,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,Section 1.03.,25,,,,,,,,,,,,,,o
26,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Interpretation and Construction,26,,,,,,,,,,,,,,o
27,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],19,27,,,,,,,,,,,,,,o
28,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1],ARTICLE II,28,,,,,,,,,,,,,,o
