highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/p[34]/b,TABLE OF CONTENTS,st,0,"[0.020457154785512993, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,0,0.020457154785512993,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.020457154785512993,2
/html/body/document/type/sequence/filename/description/text/p[35]/font,(continued),st,0,"[0.020457154785512993, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,1,0.020457154785512993,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.020457154785512993,2
/html/body/document/type/sequence/filename/description/text/div[6]/p,-,n,1,"[0.03125108722123648, 0.4931805555555555, 0.011322708333333334, 0.0002609330967539923]",5,2,0.03125108722123648,0.4931805555555555,0.011322708333333334,0.0002609330967539923,0.03125108722123648,3
/html/body/document/type/sequence/filename/description/text/div[6]/p,ii,n,1,"[0.03125108722123648, 0.4931805555555555, 0.011322708333333334, 0.0002609330967539923]",5,3,0.03125108722123648,0.4931805555555555,0.011322708333333334,0.0002609330967539923,0.03125108722123648,3
/html/body/document/type/sequence/filename/description/text/div[6]/p,-,n,1,"[0.03125108722123648, 0.4931805555555555, 0.011322708333333334, 0.0002609330967539923]",5,4,0.03125108722123648,0.4931805555555555,0.011322708333333334,0.0002609330967539923,0.03125108722123648,3
/html/body/document/type/sequence/filename/description/text/p[42]/b,TABLE OF CONTENTS,st,2,"[0.032494868315763835, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,5,0.032494868315763835,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.032494868315763835,2
/html/body/document/type/sequence/filename/description/text/p[43]/font,(continued),st,2,"[0.032494868315763835, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,6,0.032494868315763835,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.032494868315763835,2
/html/body/document/type/sequence/filename/description/text/div[8]/p,-,n,3,"[0.04463695508471628, 0.4918944444444444, 0.013894305555555556, 0.0002609330967539923]",5,7,0.04463695508471628,0.4918944444444444,0.013894305555555556,0.0002609330967539923,0.04463695508471628,3
/html/body/document/type/sequence/filename/description/text/div[8]/p,iii,n,3,"[0.04463695508471628, 0.4918944444444444, 0.013894305555555556, 0.0002609330967539923]",5,8,0.04463695508471628,0.4918944444444444,0.013894305555555556,0.0002609330967539923,0.04463695508471628,3
/html/body/document/type/sequence/filename/description/text/div[8]/p,-,n,3,"[0.04463695508471628, 0.4918944444444444, 0.013894305555555556, 0.0002609330967539923]",5,9,0.04463695508471628,0.4918944444444444,0.013894305555555556,0.0002609330967539923,0.04463695508471628,3
/html/body/document/type/sequence/filename/description/text/p[50]/b,TABLE OF CONTENTS,st,4,"[0.04588073617924364, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,10,0.04588073617924364,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.04588073617924364,2
/html/body/document/type/sequence/filename/description/text/p[51]/font,(continued),st,4,"[0.04588073617924364, 0.45061874999999996, 0.09876319444444444, 0.0005305639633997843]",2,11,0.04588073617924364,0.45061874999999996,0.09876319444444444,0.0005305639633997843,0.04588073617924364,2
/html/body/document/type/sequence/filename/description/text/div[10]/p,-,n,5,"[0.052090943881988656, 0.4921548611111111, 0.013378888888888888, 0.0002609330967539923]",5,12,0.052090943881988656,0.4921548611111111,0.013378888888888888,0.0002609330967539923,0.052090943881988656,3
/html/body/document/type/sequence/filename/description/text/div[10]/p,iv,n,5,"[0.052090943881988656, 0.4921548611111111, 0.013378888888888888, 0.0002609330967539923]",5,13,0.052090943881988656,0.4921548611111111,0.013378888888888888,0.0002609330967539923,0.052090943881988656,3
/html/body/document/type/sequence/filename/description/text/div[10]/p,-,n,5,"[0.052090943881988656, 0.4921548611111111, 0.013378888888888888, 0.0002609330967539923]",5,14,0.052090943881988656,0.4921548611111111,0.013378888888888888,0.0002609330967539923,0.052090943881988656,3
/html/body/document/type/sequence/filename/description/text/p[65]/b,AGREEMENT AND PLAN OF MERGER,st,6,"[0.05360435584316181, 0.4156520833333333, 0.16869583333333332, 0.0002609330967539923]",1,15,0.05360435584316181,0.4156520833333333,0.16869583333333332,0.0002609330967539923,0.05360435584316181,1
/html/body/document/type/sequence/filename/description/text/p[69]/font/b,Recitals,sst,7,"[0.05495251017639077, 0.4824166666666666, 0.03516166666666667, 0.0002609330967539923]",1,16,0.05495251017639077,0.4824166666666666,0.03516166666666667,0.0002609330967539923,0.05495251017639077,1
/html/body/document/type/sequence/filename/description/text/p[84]/font,Article 1,sn,8,"[0.06267612984030894, 0.47726250000000003, 0.045469861111111114, 0.0002609330967539923]",1,17,0.06267612984030894,0.47726250000000003,0.045469861111111114,0.0002609330967539923,0.06267612984030894,1
/html/body/document/type/sequence/filename/description/text/p[86],DEFINITIONS,st,9,"[0.06321539157360052, 0.4712020833333333, 0.05759548611111111, 0.0002609330967539923]",1,18,0.06321539157360052,0.4712020833333333,0.05759548611111111,0.0002609330967539923,0.06321539157360052,1
/html/body/document/type/sequence/filename/description/text/p[88],Section 1.1,ssn,10,"[0.06375465330689212, 0.03888888888888889, 0.041655833333333336, 0.0002609330967539923]",1,19,0.06375465330689212,0.03888888888888889,0.041655833333333336,0.0002609330967539923,0.06375465330689212,1
/html/body/document/type/sequence/filename/description/text/p[88]/u[1],Definitions,sst,11,"[0.06375465330689212, 0.09442847222222223, 0.04397243055555556, 0.0002609330967539923]",2,20,0.06375465330689212,0.09442847222222223,0.04397243055555556,0.0002609330967539923,0.06375465330689212,1
/html/body/document/type/sequence/filename/description/text/div[14]/p,-,n,12,"[0.06942559927634555, 0.49344097222222216, 0.010807291666666666, 0.0002609330967539923]",5,21,0.06942559927634555,0.49344097222222216,0.010807291666666666,0.0002609330967539923,0.06942559927634555,3
/html/body/document/type/sequence/filename/description/text/div[14]/p,2,n,12,"[0.06942559927634555, 0.49344097222222216, 0.010807291666666666, 0.0002609330967539923]",5,22,0.06942559927634555,0.49344097222222216,0.010807291666666666,0.0002609330967539923,0.06942559927634555,3
/html/body/document/type/sequence/filename/description/text/div[14]/p,-,n,12,"[0.06942559927634555, 0.49344097222222216, 0.010807291666666666, 0.0002609330967539923]",5,23,0.06942559927634555,0.49344097222222216,0.010807291666666666,0.0002609330967539923,0.06942559927634555,3
/html/body/document/type/sequence/filename/description/text/div[16]/p,-,n,13,"[0.0811936819399506, 0.49344097222222216, 0.010807291666666666, 0.0002609330967539923]",5,24,0.0811936819399506,0.49344097222222216,0.010807291666666666,0.0002609330967539923,0.0811936819399506,3
