highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/p[7]/font,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[9]/font,dated as of,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,1,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[11]/font,"October 7, 2020",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,2,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[13]/font,by and among,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,3,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[15]/font[1],Morgan Stanley,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,4,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[15]/font[2],",",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,5,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[17]/font,"MIRROR MERGER SUB 1, INC.,",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,6,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[19]/font,"MIRROR MERGER SUB 2, LLC",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,7,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[21]/font,and,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,8,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
/html/body/document/type/sequence/filename/description/text/p[23]/font,EATON VANCE CORP.,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10,9,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10
