highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,0,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,between,t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,1,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"PROJECT METAL PARENT, LLC,",t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,2,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"PROJECT METAL MERGER SUB, INC.",t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,3,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,4,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"MEDALLIA, INC.",t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,5,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated July 25, 2021",t,0,"[0.0012880727604027583, 0.2856016815554388, 0.42879663688912245, 0.003251598309797207]",7,6,0.0012880727604027583,0.2856016815554388,0.42879663688912245,0.003251598309797207,0.0012880727604027583,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.004979500793264322, 0.4626332107199159, 0.07473410404624277, 0.00023562306592733384]",1,7,0.004979500793264322,0.4626332107199159,0.07473410404624277,0.00023562306592733384,0.004979500793264322,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,n,2,"[0.016540739228098837, 0.496691014188124, 0.006617866526537047, 0.00023562306592733384]",1,8,0.016540739228098837,0.496691014188124,0.006617866526537047,0.00023562306592733384,0.016540739228098837,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],-ii-,n,3,"[0.028950220700271753, 0.4957141355754073, 0.00856379400945875, 0.00023562306592733384]",1,9,0.028950220700271753,0.4957141355754073,0.00856379400945875,0.00023562306592733384,0.028950220700271753,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],-iii-,n,4,"[0.038343726928574795, 0.49474513925380975, 0.010509721492380452, 0.00023562306592733384]",1,10,0.038343726928574795,0.49474513925380975,0.010509721492380452,0.00023562306592733384,0.038343726928574795,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,st,5,"[0.039019179717566486, 0.4361697320021019, 0.1276521282186022, 0.00023562306592733384]",1,11,0.039019179717566486,0.4361697320021019,0.1276521282186022,0.00023562306592733384,0.039019179717566486,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3]/b,RECITALS,st,6,"[0.0410298298801464, 0.4823468208092485, 0.03529789805570152, 0.00023562306592733384]",1,12,0.0410298298801464,0.4823468208092485,0.03529789805570152,0.00023562306592733384,0.0410298298801464,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,AGREEMENT,st,7,"[0.047737233156877834, 0.47703468208092487, 0.045930740935365214, 0.00023562306592733384]",1,13,0.047737233156877834,0.47703468208092487,0.045930740935365214,0.00023562306592733384,0.047737233156877834,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b,ARTICLE I,sn,8,"[0.04899388950849028, 0.4819201261166579, 0.03615181292695743, 0.00023562306592733384]",1,14,0.04899388950849028,0.4819201261166579,0.03615181292695743,0.00023562306592733384,0.04899388950849028,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b,DEFINITIONS & INTERPRETATIONS,st,9,"[0.04924522077881277, 0.43882186022070413, 0.12234787178139779, 0.00023562306592733384]",1,15,0.04924522077881277,0.43882186022070413,0.12234787178139779,0.00023562306592733384,0.04924522077881277,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],1.1,ssn,10,"[0.04974788331945775, 0.3027456647398844, 0.008760851287440884, 0.00023562306592733384]",1,16,0.04974788331945775,0.3027456647398844,0.008760851287440884,0.00023562306592733384,0.04974788331945775,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5]/i,Certain Definitions,sst,11,"[0.04974788331945775, 0.3185102469784551, 0.05428901734104046, 0.00023562306592733384]",1,17,0.04974788331945775,0.3185102469784551,0.05428901734104046,0.00023562306592733384,0.04974788331945775,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13],-2-,n,12,"[0.05695794913683417, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,18,0.05695794913683417,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.05695794913683417,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[12],-3-,n,13,"[0.0666027866354597, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,19,0.0666027866354597,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.0666027866354597,1
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[12],-4-,n,14,"[0.07599629286376275, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,20,0.07599629286376275,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.07599629286376275,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[9],-5-,n,15,"[0.0851384678217433, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,21,0.0851384678217433,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.0851384678217433,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[8],-6-,n,16,"[0.09428064277972385, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,22,0.09428064277972385,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.09428064277972385,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[12],-7-,n,17,"[0.10417681154867187, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,23,0.10417681154867187,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.10417681154867187,1
/html/body/document/type/sequence/filename/description/text/center[12]/div/p[15],-8-,n,18,"[0.11432431158794239, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,24,0.11432431158794239,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.11432431158794239,1
/html/body/document/type/sequence/filename/description/text/center[13]/div/p[11],-9-,n,19,"[0.12396914908656792, 0.4959111928533894, 0.008169679453494482, 0.00023562306592733384]",1,25,0.12396914908656792,0.4959111928533894,0.008169679453494482,0.00023562306592733384,0.12396914908656792,1
