highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF REORGANIZATION,t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,0,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"dated as of June 2, 2021",t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,1,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"by
and between",t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,2,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,"UNITED BANKSHARES, INC.",t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,3,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,4,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"COMMUNITY BANKERS TRUST
CORPORATION",t,0,"[0.002304952917786371, 0.21368421052631578, 0.5726315789473684, 0.003768761879792882]",6,5,0.002304953,0.213684211,0.572631579,0.003768762,0.002304953,6
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,Table of Contents,st,1,"[0.0066745319088505825, 0.46680912280701753, 0.06637607017543859, 0.0003277184243298158]",1,6,0.006674532,0.466809123,0.06637607,0.000327718,0.006674532,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],i,n,2,"[0.021716807585589127, 0.4986954385964912, 0.0026041684210526316, 0.0003277184243298158]",1,7,0.021716808,0.498695439,0.002604168,0.000327718,0.021716808,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[4],ii,n,3,"[0.03493478403355837, 0.4973957894736842, 0.005202849122807018, 0.0003277184243298158]",1,8,0.034934784,0.497395789,0.005202849,0.000327718,0.034934784,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/b,RECITALS,st,4,"[0.037239736951344735, 0.47643087719298244, 0.04713817543859649, 0.0003277184243298158]",1,9,0.037239737,0.476430877,0.047138175,0.000327718,0.037239737,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],A.,ssn,5,"[0.03792794564243735, 0.23658456140350875, 0.009095368421052632, 0.0003277184243298158]",1,10,0.037927946,0.236584561,0.009095368,0.000327718,0.037927946,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3]/u,CBTC,sst,6,"[0.03792794564243735, 0.24802105263157895, 0.024435298245614037, 0.0003277184243298158]",1,11,0.037927946,0.248021053,0.024435298,0.000327718,0.037927946,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[4],B.,ssn,7,"[0.03861615433352997, 0.23658456140350875, 0.008580070175438596, 0.0003277184243298158]",1,12,0.038616154,0.236584561,0.00858007,0.000327718,0.038616154,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[4]/u,United,sst,8,"[0.03861615433352997, 0.24750526315789473, 0.025460491228070176, 0.0003277184243298158]",1,13,0.038616154,0.247505263,0.025460491,0.000327718,0.038616154,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5],C.,ssn,9,"[0.03930436302462258, 0.23658456140350875, 0.008580070175438596, 0.0003277184243298158]",1,14,0.039304363,0.236584561,0.00858007,0.000327718,0.039304363,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5]/u,Intentions of the Parties,sst,10,"[0.03930436302462258, 0.24750526315789473, 0.08911157894736842, 0.0003277184243298158]",1,15,0.039304363,0.247505263,0.089111579,0.000327718,0.039304363,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[6],D,ssn,11,"[0.04066985645933014, 0.23658456140350875, 0.006759866666666666, 0.0003277184243298158]",1,16,0.040669856,0.236584561,0.006759867,0.000327718,0.040669856,1
