highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/p[6]/font/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,0,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[8],by and among,t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,1,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[10]/font/b,"Graham Holdings Company,",t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,2,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[12]/font/b,"Pacifica Merger Sub, Inc.",t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,3,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[14],and,t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,4,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[16]/font/b,Leaf Group Ltd.,t,0,"[0.002192411218199184, 0.005555555555555556, 0.9888888888888889, 0.00369019709993922]",6,5,0.002192411218199184,0.005555555555555556,0.9888888888888889,0.00369019709993922,0.002192411218199184,6
/html/body/document/type/sequence/filename/description/text/p[21]/font/b/u,TABLE OF CONTENTS,st,1,"[0.008129287140748459, 0.45061874999999996, 0.09876319444444444, 0.0003256056264652253]",1,6,0.008129287140748459,0.45061874999999996,0.09876319444444444,0.0003256056264652253,0.008129287140748459,1
/html/body/document/type/sequence/filename/description/text/div[3]/p,i,n,2,"[0.02397542762872276, 0.49870902777777776, 0.0025770416666666667, 0.0003256056264652253]",1,7,0.02397542762872276,0.49870902777777776,0.0025770416666666667,0.0003256056264652253,0.02397542762872276,1
/html/body/document/type/sequence/filename/description/text/div[5]/p,ii,n,3,"[0.041688373708431016, 0.49742291666666666, 0.005148652777777778, 0.0003256056264652253]",1,8,0.041688373708431016,0.49742291666666666,0.005148652777777778,0.0003256056264652253,0.041688373708431016,1
/html/body/document/type/sequence/filename/description/text/div[7]/p,iii,n,4,"[0.04661587218893809, 0.4961375, 0.007720277777777778, 0.0003256056264652253]",1,9,0.04661587218893809,0.4961375,0.007720277777777778,0.0003256056264652253,0.04661587218893809,1
/html/body/document/type/sequence/filename/description/text/p[29]/font/b,AGREEMENT AND PLAN OF MERGER,st,6,"[0.047831466527741597, 0.4156520833333333, 0.16869583333333332, 0.0003256056264652253]",1,10,0.047831466527741597,0.4156520833333333,0.16869583333333332,0.0003256056264652253,0.047831466527741597,1
/html/body/document/type/sequence/filename/description/text/p[33]/b,RECITALS,st,7,"[0.049513762264478595, 0.47667638888888886, 0.04664715277777777, 0.0003256056264652253]",1,11,0.049513762264478595,0.47667638888888886,0.04664715277777777,0.0003256056264652253,0.049513762264478595,1
/html/body/document/type/sequence/filename/description/text/p[48]/b,AGREEMENT,st,8,"[0.057805852218459665, 0.46965069444444446, 0.06069333333333333, 0.0003256056264652253]",1,12,0.057805852218459665,0.46965069444444446,0.06069333333333333,0.0003256056264652253,0.057805852218459665,1
/html/body/document/type/sequence/filename/description/text/p[52]/font/b,Article 1,sn,9,"[0.05915168880784927, 0.4755965277777778, 0.04880097222222222, 0.0003256056264652253]",1,13,0.05915168880784927,0.4755965277777778,0.04880097222222222,0.0003256056264652253,0.05915168880784927,1
/html/body/document/type/sequence/filename/description/text/p[52]/b/font,DEFINITIONS,st,10,"[0.05948814795519666, 0.4693902777777778, 0.061219583333333334, 0.0003256056264652253]",1,14,0.05948814795519666,0.4693902777777778,0.061219583333333334,0.0003256056264652253,0.05948814795519666,1
/html/body/document/type/sequence/filename/description/text/p[54]/font,Section 1.1,ssn,11,"[0.06016106624989147, 0.03888888888888889, 0.041655833333333336, 0.0003256056264652253]",1,15,0.06016106624989147,0.03888888888888889,0.041655833333333336,0.0003256056264652253,0.06016106624989147,1
/html/body/document/type/sequence/filename/description/text/p[54]/u,Definitions,sst,12,"[0.06016106624989147, 0.0898, 0.041655833333333336, 0.0003256056264652253]",1,16,0.06016106624989147,0.0898,0.041655833333333336,0.0003256056264652253,0.06016106624989147,1
/html/body/document/type/sequence/filename/description/text/div[11]/p,2,n,13,"[0.06791048015976382, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,17,0.06791048015976382,0.4976833333333333,0.00463325,0.0003256056264652253,0.06791048015976382,1
/html/body/document/type/sequence/filename/description/text/div[13]/p,3,n,14,"[0.07804766866371451, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,18,0.07804766866371451,0.4976833333333333,0.00463325,0.0003256056264652253,0.07804766866371451,1
/html/body/document/type/sequence/filename/description/text/div[15]/p,4,n,15,"[0.08616610228358079, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,19,0.08616610228358079,0.4976833333333333,0.00463325,0.0003256056264652253,0.08616610228358079,1
/html/body/document/type/sequence/filename/description/text/div[17]/p,5,n,16,"[0.09495745419814187, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,20,0.09495745419814187,0.4976833333333333,0.00463325,0.0003256056264652253,0.09495745419814187,1
/html/body/document/type/sequence/filename/description/text/div[19]/p,6,n,17,"[0.10509464270209255, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,21,0.10509464270209255,0.4976833333333333,0.00463325,0.0003256056264652253,0.10509464270209255,1
/html/body/document/type/sequence/filename/description/text/div[21]/p,7,n,18,"[0.11725058609012763, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,22,0.11725058609012763,0.4976833333333333,0.00463325,0.0003256056264652253,0.11725058609012763,1
/html/body/document/type/sequence/filename/description/text/div[23]/p,8,n,19,"[0.1263783971520361, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,23,0.1263783971520361,0.4976833333333333,0.00463325,0.0003256056264652253,0.1263783971520361,1
/html/body/document/type/sequence/filename/description/text/div[25]/p,9,n,20,"[0.1361791265086394, 0.4976833333333333, 0.00463325, 0.0003256056264652253]",1,24,0.1361791265086394,0.4976833333333333,0.00463325,0.0003256056264652253,0.1361791265086394,1
/html/body/document/type/sequence/filename/description/text/div[27]/p,10,n,21,"[0.14530693757054788, 0.4953666666666666, 0.009261041666666667, 0.0003256056264652253]",1,25,0.14530693757054788,0.4953666666666666,0.009261041666666667,0.0003256056264652253,0.14530693757054788,1
/html/body/document/type/sequence/filename/description/text/div[29]/p,11,n,22,"[0.15611704436919335, 0.49554027777777776, 0.008913819444444445, 0.0003256056264652253]",1,26,0.15611704436919335,0.49554027777777776,0.008913819444444445,0.0003256056264652253,0.15611704436919335,1
/html/body/document/type/sequence/filename/description/text/div[31]/p,12,n,23,"[0.16591777372579664, 0.4953666666666666, 0.009261041666666667, 0.0003256056264652253]",1,27,0.16591777372579664,0.4953666666666666,0.009261041666666667,0.0003256056264652253,0.16591777372579664,1
/html/body/document/type/sequence/filename/description/text/div[33]/p,13,n,24,"[0.17650668576886344, 0.4953666666666666, 0.009261041666666667, 0.0003256056264652253]",1,28,0.17650668576886344,0.4953666666666666,0.009261041666666667,0.0003256056264652253,0.17650668576886344,1
/html/body/document/type/sequence/filename/description/text/div[35]/p,14,n,25,"[0.19630415906920204, 0.4953666666666666, 0.009261041666666667, 0.0003256056264652253]",1,29,0.19630415906920204,0.4953666666666666,0.009261041666666667,0.0003256056264652253,0.19630415906920204,1
/html/body/document/type/sequence/filename/description/text/p[274]/font,Section 1.2,ssn,26,"[0.20272944343144916, 0.03888888888888889, 0.04182944444444445, 0.0003256056264652253]",1,30,0.20272944343144916,0.03888888888888889,0.04182944444444445,0.0003256056264652253,0.20272944343144916,1
/html/body/document/type/sequence/filename/description/text/p[274]/u,Other Definitional and Interpretative Provisions,sst,27,"[0.20272944343144916, 0.08551944444444444, 0.17808194444444445, 0.0003256056264652253]",1,31,0.20272944343144916,0.08551944444444444,0.17808194444444445,0.0003256056264652253,0.20272944343144916,1
/html/body/document/type/sequence/filename/description/text/div[37]/p,15,n,28,"[0.20677780672050014, 0.4953666666666666, 0.009261041666666667, 0.0003256056264652253]",1,32,0.20677780672050014,0.4953666666666666,0.009261041666666667,0.0003256056264652253,0.20677780672050014,1
/html/body/document/type/sequence/filename/description/text/p[278]/font/b,Article 2,sn,29,"[0.20781974472518885, 0.4755965277777778, 0.04880097222222222, 0.0003256056264652253]",1,33,0.20781974472518885,0.4755965277777778,0.04880097222222222,0.0003256056264652253,0.20781974472518885,1
