highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,0,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"dated as of April 15, 2021,",t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,1,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],among,t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,2,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"THERMO FISHER SCIENTIFIC INC.,",t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,3,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],POWDER ACQUISITION CORP.,t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,4,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],and,t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,5,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],"PPD, INC.",t,0,"[0.0022791194023951624, 0.2856016815554388, 0.42879663688912245, 0.004090747401288486]",7,6,0.0022791194023951624,0.2856016815554388,0.42879663688912245,0.004090747401288486,0.0022791194023951624,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,1,"[0.007423738192166318, 0.46447241198108247, 0.07104729374671571, 0.00029643097110786137]",1,7,0.007423738192166318,0.46447241198108247,0.07104729374671571,0.00029643097110786137,0.007423738192166318,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],i,n,2,"[0.02245286747559385, 0.4990231213872832, 0.0019541513399894904, 0.00029643097110786137]",1,8,0.02245286747559385,0.4990231213872832,0.0019541513399894904,0.00029643097110786137,0.02245286747559385,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],ii,n,3,"[0.03847990198015889, 0.2869973725696269, 0.21494850236468735, 0.0005138136832536263]",1,9,0.03847990198015889,0.2869973725696269,0.21494850236468735,0.0005138136832536263,0.03847990198015889,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],iii,n,4,"[0.049882613335441285, 0.49707724645296897, 0.005846032580136626, 0.00029643097110786137]",1,10,0.049882613335441285,0.49707724645296897,0.005846032580136626,0.00029643097110786137,0.049882613335441285,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4],iv,n,5,"[0.06640369945851943, 0.4972737782448765, 0.0054519180241723595, 0.00029643097110786137]",1,11,0.06640369945851943,0.4972737782448765,0.0054519180241723595,0.00029643097110786137,0.06640369945851943,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],v,n,6,"[0.0832014544879649, 0.498242774566474, 0.0035059800315291644, 0.00029643097110786137]",1,12,0.0832014544879649,0.498242774566474,0.0035059800315291644,0.00029643097110786137,0.0832014544879649,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],vi,n,7,"[0.09841824433816845, 0.4972737782448765, 0.0054519180241723595, 0.00029643097110786137]",1,13,0.09841824433816845,0.4972737782448765,0.0054519180241723595,0.00029643097110786137,0.09841824433816845,1
/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3],vii,n,8,"[0.1084771352910952, 0.4962968996321597, 0.007397845507094061, 0.00029643097110786137]",1,14,0.1084771352910952,0.4962968996321597,0.007397845507094061,0.00029643097110786137,0.1084771352910952,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,st,9,"[0.10932690407493775, 0.4361697320021019, 0.1276521282186022, 0.00029643097110786137]",1,15,0.10932690407493775,0.4361697320021019,0.1276521282186022,0.00029643097110786137,0.10932690407493775,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[8],ARTICLE I,sn,10,"[0.11786411604284415, 0.4833815028901734, 0.033236994219653176, 0.00029643097110786137]",1,16,0.11786411604284415,0.4833815028901734,0.033236994219653176,0.00029643097110786137,0.11786411604284415,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[9]/u,The Merger,st,11,"[0.11849650211454092, 0.48343089858118765, 0.033130267997898054, 0.00029643097110786137]",1,17,0.11849650211454092,0.48343089858118765,0.033130267997898054,0.00029643097110786137,0.11849650211454092,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10],SECTION 1.01.,ssn,12,"[0.1191288881862377, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,18,0.1191288881862377,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.1191288881862377,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[10]/u[1],The Merger.,sst,13,"[0.1191288881862377, 0.3711571203363111, 0.03450141881240147, 0.00029643097110786137]",1,19,0.1191288881862377,0.3711571203363111,0.03450141881240147,0.00029643097110786137,0.1191288881862377,1
/html/body/document/type/sequence/filename/description/text/center[9]/div/p[12],1,n,14,"[0.12029485000592861, 0.498242774566474, 0.0035059800315291644, 0.00029643097110786137]",1,20,0.12029485000592861,0.498242774566474,0.0035059800315291644,0.00029643097110786137,0.12029485000592861,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1],SECTION 1.02.,ssn,15,"[0.12114461878977115, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,21,0.12114461878977115,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.12114461878977115,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[1]/u[1],Closing.,sst,16,"[0.12114461878977115, 0.37128060956384656, 0.023556542301629006, 0.00029643097110786137]",1,22,0.12114461878977115,0.37128060956384656,0.023556542301629006,0.00029643097110786137,0.12114461878977115,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2],SECTION 1.03.,ssn,18,"[0.12335797004070985, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,23,0.12335797004070985,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.12335797004070985,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[2]/u[1],Effective Time.,sst,17,"[0.12335797004070985, 0.37128060956384656, 0.04345932737782449, 0.00029643097110786137]",1,24,0.12335797004070985,0.37128060956384656,0.04345932737782449,0.00029643097110786137,0.12335797004070985,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3],SECTION 1.04.,ssn,19,"[0.12557132129164855, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,25,0.12557132129164855,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.12557132129164855,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[3]/u,Effects of Merger.,sst,20,"[0.12557132129164855, 0.37128060956384656, 0.05252396216500263, 0.00029643097110786137]",2,26,0.12557132129164855,0.37128060956384656,0.05252396216500263,0.00029643097110786137,0.12557132129164855,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4],SECTION 1.05.,ssn,21,"[0.12715228647089047, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,27,0.12715228647089047,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.12715228647089047,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[4]/u[1],Certificate of Incorporation and Bylaws.,sst,22,"[0.12715228647089047, 0.37128060956384656, 0.11340620073568052, 0.00029643097110786137]",1,28,0.12715228647089047,0.37128060956384656,0.11340620073568052,0.00029643097110786137,0.12715228647089047,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5],SECTION 1.06.,ssn,24,"[0.12968183075767756, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,29,0.12968183075767756,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.12968183075767756,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[5]/u,Directors and Officers.,sst,25,"[0.12968183075767756, 0.37128060956384656, 0.06425696269048871, 0.00029643097110786137]",1,30,0.12968183075767756,0.37128060956384656,0.06425696269048871,0.00029643097110786137,0.12968183075767756,1
/html/body/document/type/sequence/filename/description/text/center[10]/div/p[7],2,n,23,"[0.13084779257736848, 0.498242774566474, 0.0035059800315291644, 0.00029643097110786137]",1,31,0.13084779257736848,0.498242774566474,0.0035059800315291644,0.00029643097110786137,0.13084779257736848,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[2],ARTICLE II,sn,27,"[0.13296233350460457, 0.4822154492905938, 0.035568838675775094, 0.00029643097110786137]",1,32,0.13296233350460457,0.4822154492905938,0.035568838675775094,0.00029643097110786137,0.13296233350460457,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[3]/u,Effect on Capital Stock; Payment for Shares,st,28,"[0.13359471957630134, 0.4380089332632685, 0.12398213347346294, 0.00029643097110786137]",1,33,0.13359471957630134,0.4380089332632685,0.12398213347346294,0.00029643097110786137,0.13359471957630134,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4],SECTION 2.01.,ssn,29,"[0.1342271056479981, 0.32419232790331054, 0.045339569101418814, 0.00029643097110786137]",1,34,0.1342271056479981,0.32419232790331054,0.045339569101418814,0.00029643097110786137,0.1342271056479981,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[4]/u,Effect on Capital Stock.,sst,30,"[0.1342271056479981, 0.37128060956384656, 0.06718024172359432, 0.00029643097110786137]",1,35,0.1342271056479981,0.37128060956384656,0.06718024172359432,0.00029643097110786137,0.1342271056479981,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5],(a),sssn,32,"[0.13501758823761906, 0.32419232790331054, 0.0077755648975302155, 0.00029643097110786137]",1,36,0.13501758823761906,0.32419232790331054,0.0077755648975302155,0.00029643097110786137,0.13501758823761906,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[5]/u,Capital Stock of Merger Sub.,ssst,31,"[0.13501758823761906, 0.3337246452968996, 0.08217288491854965, 0.00029643097110786137]",1,37,0.13501758823761906,0.3337246452968996,0.08217288491854965,0.00029643097110786137,0.13501758823761906,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6],(b),sssn,33,"[0.13580807082724003, 0.32419232790331054, 0.008169679453494482, 0.00029643097110786137]",1,38,0.13580807082724003,0.32419232790331054,0.008169679453494482,0.00029643097110786137,0.13580807082724003,1
/html/body/document/type/sequence/filename/description/text/center[11]/div/p[6]/u[1],"Cancellation of Stock Owned by the Company, Parent or Merger Sub.",ssst,34,"[0.13580807082724003, 0.3341187598528639, 0.19590751445086707, 0.00029643097110786137]",1,39,0.13580807082724003,0.3341187598528639,0.19590751445086707,0.00029643097110786137,0.13580807082724003,1
