highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/div[3]/font,AGREEMENT AND PLAN OF MERGER,t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,0,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[3]/font,BY AND AMONG,t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,1,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[3]/font,"OCALA BIDCO, INC.,",t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,2,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[3]/font,"OCALA MERGER SUB, INC.",t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,3,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[3]/font,AND,t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,4,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[3]/font,"INOVALON HOLDINGS, INC.",t,0,"[0.001826090829460932, 0.3987576388888889, 0.20247916666666665, 0.004541918434609617]",6,5,0.001826090829460932,0.3987576388888889,0.20247916666666665,0.004541918434609617,0.001826090829460932,6
/html/body/document/type/sequence/filename/description/text/div[8]/font,TABLE OF CONTENTS,st,1,"[0.011678103240940065, 0.4407277777777778, 0.11854375, 0.0002672328043113559]",1,6,0.011678103240940065,0.4407277777777778,0.11854375,0.0002672328043113559,0.011678103240940065,1
/html/body/document/type/sequence/filename/description/text/div[11]/div/div[1]/font,i,n,2,"[0.02623320516056238, 0.49845347222222225, 0.0030870208333333335, 0.0002672328043113559]",1,7,0.02623320516056238,0.49845347222222225,0.0030870208333333335,0.0002672328043113559,0.02623320516056238,1
/html/body/document/type/sequence/filename/description/text/div[14]/div/div[1]/font,ii,n,3,"[0.04337292337841649, 0.49691319444444443, 0.006174041666666667, 0.0002672328043113559]",1,8,0.04337292337841649,0.49691319444444443,0.006174041666666667,0.0002672328043113559,0.04337292337841649,1
/html/body/document/type/sequence/filename/description/text/div[22]/div/div[1]/font,iii,n,4,"[0.057109283370696436, 0.4953666666666666, 0.009261041666666667, 0.0002672328043113559]",1,9,0.057109283370696436,0.4953666666666666,0.009261041666666667,0.0002672328043113559,0.057109283370696436,1
/html/body/document/type/sequence/filename/description/text/div[25]/font,AGREEMENT AND PLAN OF MERGER,st,5,"[0.05936146206036492, 0.3987576388888889, 0.20247916666666665, 0.0002672328043113559]",1,10,0.05936146206036492,0.3987576388888889,0.20247916666666665,0.0002672328043113559,0.05936146206036492,1
/html/body/document/type/sequence/filename/description/text/div[27]/font,RECITALS,st,6,"[0.0606913906498211, 0.47200555555555557, 0.05598416666666666, 0.0002672328043113559]",1,11,0.0606913906498211,0.47200555555555557,0.05598416666666666,0.0002672328043113559,0.0606913906498211,1
/html/body/document/type/sequence/filename/description/text/div[34]/div/div[1]/font,1,n,7,"[0.0677794438588417, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,12,0.0677794438588417,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.0677794438588417,1
/html/body/document/type/sequence/filename/description/text/div[39]/font,AGREEMENT,sn,8,"[0.07359398429264961, 0.46357430555555557, 0.07284583333333333, 0.0002672328043113559]",1,13,0.07359398429264961,0.46357430555555557,0.07284583333333333,0.0002672328043113559,0.07359398429264961,1
/html/body/document/type/sequence/filename/description/text/div[41]/font[1],Article I,sn,9,"[0.07492406134477485, 0.4666451388888889, 0.03979493055555555, 0.0002672328043113559]",1,14,0.07492406134477485,0.4666451388888889,0.03979493055555555,0.0002672328043113559,0.07492406134477485,1
/html/body/document/type/sequence/filename/description/text/div[41]/font[2],DEFINITIONS,st,10,"[0.07520896120670457, 0.4632597222222223, 0.07347569444444445, 0.0002672328043113559]",1,15,0.07520896120670457,0.4632597222222223,0.07347569444444445,0.0002672328043113559,0.07520896120670457,1
/html/body/document/type/sequence/filename/description/text/div[42]/font[1],Section 1.01,ssn,11,"[0.07573154980180234, 0.03888888888888889, 0.05678708333333333, 0.0002672328043113559]",1,16,0.07573154980180234,0.03888888888888889,0.05678708333333333,0.0002672328043113559,0.07573154980180234,1
/html/body/document/type/sequence/filename/description/text/div[42]/font[2],Definitions,sst,12,"[0.07573154980180234, 0.10558263888888889, 0.051855486111111106, 0.0002672328043113559]",1,17,0.07573154980180234,0.10558263888888889,0.051855486111111106,0.0002672328043113559,0.07573154980180234,1
/html/body/document/type/sequence/filename/description/text/div[46]/div/div[1]/font,2,n,13,"[0.07925709280401444, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,18,0.07925709280401444,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.07925709280401444,1
/html/body/document/type/sequence/filename/description/text/div[57]/div/div[1]/font,3,n,14,"[0.09049720147868819, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,19,0.09049720147868819,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.09049720147868819,1
/html/body/document/type/sequence/filename/description/text/div[71]/div/div[1]/font,4,n,15,"[0.1015848389922354, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,20,0.1015848389922354,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.1015848389922354,1
/html/body/document/type/sequence/filename/description/text/div[81]/div/div[1]/font,5,n,16,"[0.1123023590718114, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,21,0.1123023590718114,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.1123023590718114,1
/html/body/document/type/sequence/filename/description/text/div[90]/div/div[1]/font,6,n,17,"[0.12249743901895868, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,22,0.12249743901895868,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.12249743901895868,1
/html/body/document/type/sequence/filename/description/text/div[102]/div/div[1]/font,7,n,18,"[0.13340513977760293, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,23,0.13340513977760293,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.13340513977760293,1
/html/body/document/type/sequence/filename/description/text/div[115]/div/div[1]/font,8,n,19,"[0.14455038080674615, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,24,0.14455038080674615,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.14455038080674615,1
/html/body/document/type/sequence/filename/description/text/div[126]/div/div[1]/font,9,n,20,"[0.15579078640675803, 0.49722222222222223, 0.005555555555555556, 0.0002672328043113559]",1,25,0.15579078640675803,0.49722222222222223,0.005555555555555556,0.0002672328043113559,0.15579078640675803,1
/html/body/document/type/sequence/filename/description/text/div[134]/div/div[1]/font,10,n,21,"[0.16603322594533604, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,26,0.16603322594533604,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.16603322594533604,1
/html/body/document/type/sequence/filename/description/text/div[149]/div/div[1]/font,11,n,22,"[0.17793844737740694, 0.4946506944444445, 0.01069875, 0.0002672328043113559]",1,27,0.17793844737740694,0.4946506944444445,0.01069875,0.0002672328043113559,0.17793844737740694,1
/html/body/document/type/sequence/filename/description/text/div[158]/div/div[1]/font,12,n,23,"[0.18870347551108274, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,28,0.18870347551108274,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.18870347551108274,1
/html/body/document/type/sequence/filename/description/text/div[170]/div/div[1]/font,13,n,24,"[0.1998960761316567, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,29,0.1998960761316567,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.1998960761316567,1
/html/body/document/type/sequence/filename/description/text/div[182]/div/div[1]/font,14,n,25,"[0.21156227266653801, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,30,0.21156227266653801,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.21156227266653801,1
/html/body/document/type/sequence/filename/description/text/div[185]/div/div[1]/font,15,n,26,"[0.22904523657526313, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,31,0.22904523657526313,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.22904523657526313,1
/html/body/document/type/sequence/filename/description/text/div[189]/font[1],Section 1.02,ssn,27,"[0.23801832029336226, 0.03888888888888889, 0.05678708333333333, 0.0002672328043113559]",1,32,0.23801832029336226,0.03888888888888889,0.05678708333333333,0.0002672328043113559,0.23801832029336226,1
/html/body/document/type/sequence/filename/description/text/div[189]/font[2],Definitional and Interpretative Provisions,sst,28,"[0.23801832029336226, 0.10558263888888889, 0.1980472222222222, 0.0002672328043113559]",1,33,0.23801832029336226,0.10558263888888889,0.1980472222222222,0.0002672328043113559,0.23801832029336226,1
/html/body/document/type/sequence/filename/description/text/div[194]/div/div[1]/font,16,n,29,"[0.24263699392787683, 0.49444444444444446, 0.011111111111111112, 0.0002672328043113559]",1,34,0.24263699392787683,0.49444444444444446,0.011111111111111112,0.0002672328043113559,0.24263699392787683,1
