highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,0,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],entered into by and among,t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,1,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/font,HILL-ROM,t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,2,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"HOLDINGS, INC.,",t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,3,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],BAXTER INTERNATIONAL INC.,t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,4,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,5,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"BEL AIR SUBSIDIARY, INC.",t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,6,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of September 1, 2021",t,0,"[0.001671491269026053, 0.21666666666666667, 0.5666666666666667, 0.0038098795405733495]",8,7,0.001671491269026053,0.21666666666666667,0.5666666666666667,0.0038098795405733495,0.001671491269026053,8
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,1,"[0.0059949575123727705, 0.4530541666666667, 0.09388541666666667, 0.0002801382015127463]",1,8,0.0059949575123727705,0.4530541666666667,0.09388541666666667,0.0002801382015127463,0.0059949575123727705,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,n,2,"[0.018012886357269588, 0.49562708333333333, 0.008740208333333334, 0.0002801382015127463]",1,9,0.018012886357269588,0.49562708333333333,0.008740208333333334,0.0002801382015127463,0.018012886357269588,1
