highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],AGREEMENT AND PLAN OF MERGER,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,0,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],by and among,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,1,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],"EIDOS THERAPEUTICS, INC.,",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,2,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"BRIDGEBIO PHARMA, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,3,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"GLOBE MERGER SUB I, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,4,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],and,t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,5,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"GLOBE MERGER SUB II, INC.",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,6,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"Dated as of October 5, 2020",t,0,"[0.004487232210330223, 0.21666666666666667, 0.5666666666666667, 0.004138767332735804]",8,7,0.004487232210330223,0.21666666666666667,0.5666666666666667,0.004138767332735804,0.004487232210330223,8
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,1,"[0.009109295091474666, 0.4530541666666667, 0.09388541666666667, 0.00026361575367743977]",1,8,0.009109295091474666,0.4530541666666667,0.09388541666666667,0.00026361575367743977,0.009109295091474666,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,n,2,"[0.02364914500623891, 0.49562708333333333, 0.008740208333333334, 0.00026361575367743977]",1,9,0.02364914500623891,0.49562708333333333,0.008740208333333334,0.00026361575367743977,0.02364914500623891,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],-ii-,n,3,"[0.038789476459113195, 0.4943416666666666, 0.011311875, 0.00026361575367743977]",1,10,0.038789476459113195,0.4943416666666666,0.011311875,0.00026361575367743977,0.038789476459113195,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],-iii-,n,4,"[0.052049348869088415, 0.4930555555555556, 0.013883472222222222, 0.00026361575367743977]",1,11,0.052049348869088415,0.4930555555555556,0.013883472222222222,0.00026361575367743977,0.052049348869088415,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4],-iv-,n,5,"[0.05496669654311875, 0.49331597222222223, 0.013368055555555555, 0.00026361575367743977]",1,12,0.05496669654311875,0.49331597222222223,0.013368055555555555,0.00026361575367743977,0.05496669654311875,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/u,AGREEMENT AND PLAN OF MERGER,st,6,"[0.05571360784520483, 0.4198513888888889, 0.16029722222222223, 0.00026361575367743977]",1,13,0.05571360784520483,0.4198513888888889,0.16029722222222223,0.00026361575367743977,0.05571360784520483,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3],RECITALS,st,7,"[0.05819159592977276, 0.47825555555555554, 0.04348958333333333, 0.00026361575367743977]",1,14,0.05819159592977276,0.47825555555555554,0.04348958333333333,0.00026361575367743977,0.05819159592977276,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],ARTICLE I,sn,8,"[0.07703133512592046, 0.47803819444444445, 0.04392361111111111, 0.00026361575367743977]",1,15,0.07703133512592046,0.47803819444444445,0.04392361111111111,0.00026361575367743977,0.07703133512592046,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/u,The Mergers; Closing; Effective Time,st,9,"[0.07758492820864307, 0.42946527777777777, 0.1410701388888889, 0.00026361575367743977]",1,16,0.07758492820864307,0.42946527777777777,0.1410701388888889,0.00026361575367743977,0.07758492820864307,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],1.1,ssn,10,"[0.0781385212913657, 0.2393284722222222, 0.011572291666666668, 0.00026361575367743977]",1,17,0.0781385212913657,0.2393284722222222,0.011572291666666668,0.00026361575367743977,0.0781385212913657,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9]/u[1],The Merger,sst,11,"[0.0781385212913657, 0.2623048611111111, 0.047385, 0.00026361575367743977]",2,18,0.0781385212913657,0.2623048611111111,0.047385,0.00026361575367743977,0.0781385212913657,2
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9]/u[2],s,sst,11,"[0.0781385212913657, 0.2623048611111111, 0.047385, 0.00026361575367743977]",2,19,0.0781385212913657,0.2623048611111111,0.047385,0.00026361575367743977,0.0781385212913657,2
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[13],-2-,n,12,"[0.08109101773255303, 0.49460208333333333, 0.010796458333333333, 0.00026361575367743977]",1,20,0.08109101773255303,0.49460208333333333,0.010796458333333333,0.00026361575367743977,0.08109101773255303,1
