highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,0,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],by and among,t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,1,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.,",t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,2,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"RAZORBACK TECHNOLOGY, INC.",t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,3,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,4,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"RAZORBACK TECHNOLOGY INTERMEDIATE HOLDINGS, INC.",t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,5,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of November 1, 2020",t,0,"[0.0062720683887753205, 0.21666666666666667, 0.5666666666666667, 0.0037911168927708605]",7,6,0.0062720683887753205,0.21666666666666667,0.5666666666666667,0.0037911168927708605,0.0062720683887753205,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1],TABLE OF CONTENTS,st,1,"[0.011085300130087345, 0.4530541666666667, 0.09388541666666667, 0.0002787585950566809]",1,7,0.011085300130087345,0.4530541666666667,0.09388541666666667,0.0002787585950566809,0.011085300130087345,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],- ii -,n,2,"[0.042120423713064487, 0.49202986111111113, 0.01593965277777778, 0.0002787585950566809]",1,8,0.042120423713064487,0.49202986111111113,0.01593965277777778,0.0002787585950566809,0.042120423713064487,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],- iii -,n,3,"[0.04574428544880134, 0.4907444444444445, 0.01851125, 0.0002787585950566809]",1,9,0.04574428544880134,0.4907444444444445,0.01851125,0.0002787585950566809,0.04574428544880134,1
