highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,0,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"DATED AS OF JULY 2, 2021",t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,1,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],BY AND AMONG,t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,2,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"SPB HOSPITALITY LLC,",t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,3,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"TITAN MERGER SUB, INC.",t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,4,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],AND,t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,5,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"J. ALEXANDER’S HOLDINGS, INC.",t,0,"[0.0078068793871162185, 0.21666666666666667, 0.5666666666666667, 0.003966633611386571]",7,6,0.0078068793871162185,0.21666666666666667,0.5666666666666667,0.003966633611386571,0.0078068793871162185,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.01946372669116646, 0.45061874999999996, 0.09876319444444444, 0.00029166423613136556]",1,7,0.01946372669116646,0.45061874999999996,0.09876319444444444,0.00029166423613136556,0.01946372669116646,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],i,n,2,"[0.03527192828948648, 0.49870902777777776, 0.0025770416666666667, 0.00029166423613136556]",1,8,0.03527192828948648,0.49870902777777776,0.0025770416666666667,0.00029166423613136556,0.03527192828948648,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],ii,n,3,"[0.05142040482995975, 0.49742291666666666, 0.005148652777777778, 0.00029166423613136556]",1,9,0.05142040482995975,0.49742291666666666,0.005148652777777778,0.00029166423613136556,0.05142040482995975,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[4],iii,n,4,"[0.05833284722627311, 0.4961375, 0.007720277777777778, 0.00029166423613136556]",1,10,0.05833284722627311,0.4961375,0.007720277777777778,0.00029166423613136556,0.05833284722627311,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,st,5,"[0.05915922922864532, 0.4156520833333333, 0.16869583333333332, 0.00029166423613136556]",1,11,0.05915922922864532,0.4156520833333333,0.16869583333333332,0.00029166423613136556,0.05915922922864532,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3]/b,RECITALS,st,6,"[0.061599486670944406, 0.47667638888888886, 0.04664715277777777, 0.00029166423613136556]",1,12,0.061599486670944406,0.47667638888888886,0.04664715277777777,0.00029166423613136556,0.061599486670944406,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[11]/b,ARTICLE I,sn,7,"[0.07163273639386339, 0.4761125, 0.047775624999999995, 0.00029166423613136556]",1,13,0.07163273639386339,0.4761125,0.047775624999999995,0.00029166423613136556,0.07163273639386339,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[12]/b,THE MERGER; CERTAIN RELATED MATTERS,st,8,"[0.07193412277119914, 0.3978083333333334, 0.20438333333333333, 0.00029166423613136556]",1,14,0.07193412277119914,0.3978083333333334,0.20438333333333333,0.00029166423613136556,0.07193412277119914,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[13],Section 1.1,ssn,9,"[0.072546617667075, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,15,0.072546617667075,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.072546617667075,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[13]/u[1],The Merger,sst,10,"[0.072546617667075, 0.2900715277777778, 0.04327256944444444, 0.00029166423613136556]",1,16,0.072546617667075,0.2900715277777778,0.04327256944444444,0.00029166423613136556,0.072546617667075,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],Section 1.2,ssn,11,"[0.07458826731999456, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,17,0.07458826731999456,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.07458826731999456,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/u[1],Closing,sst,12,"[0.07458826731999456, 0.29023958333333333, 0.02880861111111111, 0.00029166423613136556]",1,18,0.07458826731999456,0.29023958333333333,0.02880861111111111,0.00029166423613136556,0.07458826731999456,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3],Section 1.3,ssn,13,"[0.07670769410254914, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,19,0.07670769410254914,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.07670769410254914,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[1],Effective Time,sst,14,"[0.07670769410254914, 0.29023958333333333, 0.05511069444444444, 0.00029166423613136556]",1,20,0.07670769410254914,0.29023958333333333,0.05511069444444444,0.00029166423613136556,0.07670769410254914,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],Section 1.4,ssn,15,"[0.07912850726243947, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,21,0.07912850726243947,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.07912850726243947,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/u,Effects of the Merger,sst,16,"[0.07912850726243947, 0.29023958333333333, 0.07857499999999999, 0.00029166423613136556]",1,22,0.07912850726243947,0.29023958333333333,0.07857499999999999,0.00029166423613136556,0.07912850726243947,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],Section 1.5,ssn,17,"[0.08094654766765833, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,23,0.08094654766765833,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.08094654766765833,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5]/u[1],Charter,sst,18,"[0.08094654766765833, 0.29023958333333333, 0.027251527777777777, 0.00029166423613136556]",1,24,0.08094654766765833,0.29023958333333333,0.027251527777777777,0.00029166423613136556,0.08094654766765833,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],Section 1.6,ssn,19,"[0.08216181531820568, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,25,0.08216181531820568,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.08216181531820568,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6]/u[1],Bylaws,sst,20,"[0.08216181531820568, 0.29023958333333333, 0.02777236111111111, 0.00029166423613136556]",1,26,0.08216181531820568,0.29023958333333333,0.02777236111111111,0.00029166423613136556,0.08216181531820568,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],Section 1.7,ssn,21,"[0.08337708296875304, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,27,0.08337708296875304,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.08337708296875304,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7]/u,Directors and Officers,sst,22,"[0.08337708296875304, 0.29023958333333333, 0.08259583333333334, 0.00029166423613136556]",1,28,0.08337708296875304,0.29023958333333333,0.08259583333333334,0.00029166423613136556,0.08337708296875304,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],Section 1.8,ssn,23,"[0.08519512337397188, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,29,0.08519512337397188,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.08519512337397188,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8]/u,Effect on Capital Stock,sst,24,"[0.08519512337397188, 0.29023958333333333, 0.08646388888888888, 0.00029166423613136556]",1,30,0.08519512337397188,0.29023958333333333,0.08646388888888888,0.00029166423613136556,0.08519512337397188,1
/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11],2,n,25,"[0.08724649516809582, 0.4976833333333333, 0.00463325, 0.00029166423613136556]",1,31,0.08724649516809582,0.4976833333333333,0.00463325,0.00029166423613136556,0.08724649516809582,1
/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],Section 1.9,ssn,26,"[0.09261311711291295, 0.2393284722222222, 0.041655833333333336, 0.00029166423613136556]",1,32,0.09261311711291295,0.2393284722222222,0.041655833333333336,0.00029166423613136556,0.09261311711291295,1
