highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,0,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],by and among,t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,1,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"CANADIAN PACIFIC RAILWAY LIMITED,",t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,2,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"CYGNUS MERGER SUB 1 CORPORATION,",t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,3,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],CYGNUS MERGER SUB 2 CORPORATION,t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,4,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],and,t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,5,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],KANSAS CITY SOUTHERN,t,0,"[0.0025050365814865867, 0.21666666666666667, 0.5666666666666667, 0.0027104760894921007]",7,6,0.0025050365814865867,0.21666666666666667,0.5666666666666667,0.0027104760894921007,0.0025050365814865867,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b/u,TABLE OF CONTENTS,st,1,"[0.006613826741596862, 0.45061874999999996, 0.09876319444444444, 0.00019881242710211006]",1,7,0.006613826741596862,0.45061874999999996,0.09876319444444444,0.00019881242710211006,0.006613826741596862,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,n,2,"[0.016083925352560705, 0.49562708333333333, 0.008740208333333334, 0.00019881242710211006]",1,8,0.016083925352560705,0.49562708333333333,0.008740208333333334,0.00019881242710211006,0.016083925352560705,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],-ii-,n,3,"[0.025454617749973492, 0.4943416666666666, 0.011311875, 0.00019881242710211006]",1,9,0.025454617749973492,0.4943416666666666,0.011311875,0.00019881242710211006,0.025454617749973492,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],-iii-,n,4,"[0.034858445551903296, 0.4930555555555556, 0.013883472222222222, 0.00019881242710211006]",1,10,0.034858445551903296,0.4930555555555556,0.013883472222222222,0.00019881242710211006,0.034858445551903296,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[4],-iv-,n,5,"[0.04074329339412575, 0.49331597222222223, 0.013368055555555555, 0.00019881242710211006]",1,11,0.04074329339412575,0.49331597222222223,0.013368055555555555,0.00019881242710211006,0.04074329339412575,1
