xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,,
/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename,ny20000665x1_ex2-1.htm,2,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/div[1],Exhibit 2.1,4,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/div[3],AGREEMENT AND PLAN OF MERGER,5,/html/body/document/type/sequence/filename/description/text/div/div[3],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,0.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[5],BY AND AMONG:,6,/html/body/document/type/sequence/filename/description/text/div/div[5],BY AND AMONG:,t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,1.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[7],SANOFI,7,/html/body/document/type/sequence/filename/description/text/div/div[7],SANOFI,t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,2.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[9],"LATOUR MERGER SUB, INC.",8,/html/body/document/type/sequence/filename/description/text/div/div[9],"LATOUR MERGER SUB, INC.",t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,3.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[11],AND,9,/html/body/document/type/sequence/filename/description/text/div/div[11],AND,t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,4.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[13],"KADMON HOLDINGS, INC.",10,/html/body/document/type/sequence/filename/description/text/div/div[13],"KADMON HOLDINGS, INC.",t,0,"[0.0020100209878270606, 0.005555555555555556, 0.9888888888888889, 0.004757240800335805]",6.0,5.0,0.0020100209878270606,0.005555555555555556,0.9888888888888889,0.004757240800335805,0.0020100209878270606,6.0,,
/html/body/document/type/sequence/filename/description/text/div/div[15],DATED AS OF,11,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/div[17],"SEPTEMBER 7, 2021",12,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/div[20]/font/u,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/div/div[20]/font/u,TABLE OF CONTENTS,st,1,"[0.009751895900377781, 0.45061874999999996, 0.09876319444444444, 0.00041975654120610047]",1.0,6.0,0.009751895900377781,0.45061874999999996,0.09876319444444444,0.00041975654120610047,0.009751895900377781,1.0,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[1]/td[3]/div,Pages,14,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[2]/td[1]/div,ARTICLE I,15,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[2]/td[2]/div,THE MERGER,16,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[2]/td[3]/div,2,17,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[3]/td[1]/div,Section 1.1,18,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[3]/td[2]/div,The Merger,19,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[3]/td[3]/div,2,20,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[4]/td[1]/div,Section 1.2,21,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[4]/td[2]/div,Conversion of Shares of Capital Stock,22,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[4]/td[3]/div,2,23,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[5]/td[1]/div,Section 1.3,24,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[5]/td[2]/div,Surrender and Payment,25,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div/table[1]/tbody/tr[5]/td[3]/div,3,26,,,,,,,,,,,,,,,
