highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/div/div[1],AGREEMENT AND PLAN OF MERGER,t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,0,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[3],by and between,t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,1,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[5],SVB FINANCIAL GROUP,t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,2,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[7],and,t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,3,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[9],"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,4,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[12],"Dated as of January 4, 2021",t,0,"[0.002074064489867124, 0.004730928444707274, 0.9903429923122413, 0.005388683743785073]",6,5,0.002074064489867124,0.004730928444707274,0.9903429923122413,0.005388683743785073,0.002074064489867124,6
/html/body/document/type/sequence/filename/description/text/div/div[15],TABLE OF CONTENTS,t,1,"[0.008761463088419156, 0.4599166173861621, 0.079969840331165, 0.0004264443346029716]",1,6,0.008761463088419156,0.4599166173861621,0.079969840331165,0.0004264443346029716,0.008761463088419156,1
/html/body/document/type/sequence/filename/description/text/div/div[51],ARTICLE I,sn,2,"[0.1604591050504463, 0.4811933767001774, 0.03741620342992312, 0.0004264443346029716]",1,7,0.1604591050504463,0.4811933767001774,0.03741620342992312,0.0004264443346029716,0.1604591050504463,1
/html/body/document/type/sequence/filename/description/text/div/div[53],THE MERGER,st,3,"[0.1613505655220539, 0.47482377291543465, 0.05015523358959196, 0.000426441427034571]",1,8,0.1613505655220539,0.47482377291543465,0.05015523358959196,0.000426441427034571,0.1613505655220539,1
/html/body/document/type/sequence/filename/description/text/div/div[55],1.1,ssn,330,"[0.16224231675050155, 0.06150206978119456, 0.00985612063867534, 0.0004264443346029716]",1,9,0.16224231675050155,0.06150206978119456,0.00985612063867534,0.0004264443346029716,0.16224231675050155,1
/html/body/document/type/sequence/filename/description/text/div/div[55]/u[1],The Merger,sst,327,"[0.16224231675050155, 0.09092844470727379, 0.03686179775280899, 0.0004264443346029716]",1,10,0.16224231675050155,0.09092844470727379,0.03686179775280899,0.0004264443346029716,0.16224231675050155,1
/html/body/document/type/sequence/filename/description/text/div/div[57],1.2,ssn,331,"[0.163579798214753, 0.06150206978119456, 0.00985612063867534, 0.0004264443346029716]",1,11,0.163579798214753,0.06150206978119456,0.00985612063867534,0.0004264443346029716,0.163579798214753,1
/html/body/document/type/sequence/filename/description/text/div/div[57]/u[1],Closing,sst,328,"[0.163579798214753, 0.09107037256061502, 0.024541691306918984, 0.0004264443346029716]",1,12,0.163579798214753,0.09107037256061502,0.024541691306918984,0.0004264443346029716,0.163579798214753,1
/html/body/document/type/sequence/filename/description/text/div/div[60],1.3,ssn,332,"[0.16664234001104875, 0.06150206978119456, 0.00985612063867534, 0.000426441427034571]",1,13,0.16664234001104875,0.06150206978119456,0.00985612063867534,0.000426441427034571,0.16664234001104875,1
/html/body/document/type/sequence/filename/description/text/div/div[60]/u[1],Effective Time,sst,325,"[0.16664234001104875, 0.09107037256061502, 0.04693968066232998, 0.000426441427034571]",1,14,0.16664234001104875,0.09107037256061502,0.04693968066232998,0.000426441427034571,0.16664234001104875,1
/html/body/document/type/sequence/filename/description/text/div/div[62],1.4,ssn,333,"[0.16842584246794406, 0.06150206978119456, 0.00985612063867534, 0.0004264443346029716]",1,15,0.16842584246794406,0.06150206978119456,0.00985612063867534,0.0004264443346029716,0.16842584246794406,1
/html/body/document/type/sequence/filename/description/text/div/div[62]/u,Effects of the Merger,sst,326,"[0.16842584246794406, 0.09107037256061502, 0.0669290360733294, 0.0004264443346029716]",1,16,0.16842584246794406,0.09107037256061502,0.0669290360733294,0.0004264443346029716,0.16842584246794406,1
/html/body/document/type/sequence/filename/description/text/div/div[64],1.5,ssn,334,"[0.16931730293955166, 0.06150206978119456, 0.00985612063867534, 0.000426441427034571]",1,17,0.16931730293955166,0.06150206978119456,0.00985612063867534,0.000426441427034571,0.16931730293955166,1
/html/body/document/type/sequence/filename/description/text/div/div[64]/u,Conversion of Boston Private Common Stock,sst,329,"[0.16931730293955166, 0.09107037256061502, 0.14477350680070963, 0.000426441427034571]",1,18,0.16931730293955166,0.09107037256061502,0.14477350680070963,0.000426441427034571,0.16931730293955166,1
/html/body/document/type/sequence/filename/description/text/div/div[68]/div[1]/font,-2-,n,4,"[0.17282586572849126, 0.496224127735068, 0.00735511531638084, 0.0003295234495391504]",1,19,0.17282586572849126,0.496224127735068,0.00735511531638084,0.0003295234495391504,0.17282586572849126,1
/html/body/document/type/sequence/filename/description/text/div/div[73],1.6,ssn,322,"[0.1790867327653883, 0.06150206978119456, 0.00985612063867534, 0.000426441427034571]",1,20,0.1790867327653883,0.06150206978119456,0.00985612063867534,0.000426441427034571,0.1790867327653883,1
/html/body/document/type/sequence/filename/description/text/div/div[73]/u,SVB Financial Common Stock,sst,323,"[0.1790867327653883, 0.09107037256061502, 0.09790774689532822, 0.000426441427034571]",1,21,0.1790867327653883,0.09107037256061502,0.09790774689532822,0.000426441427034571,0.1790867327653883,1
/html/body/document/type/sequence/filename/description/text/div/div[75],1.7,ssn,321,"[0.17997848399383595, 0.06150206978119456, 0.011827321111768185, 0.0004264443346029716]",1,22,0.17997848399383595,0.06150206978119456,0.011827321111768185,0.0004264443346029716,0.17997848399383595,1
/html/body/document/type/sequence/filename/description/text/div/div[75]/u,Treatment of Boston Private Equity Awards,sst,324,"[0.17997848399383595, 0.09092844470727379, 0.13761561206386752, 0.0004264443346029716]",1,23,0.17997848399383595,0.09092844470727379,0.13761561206386752,0.0004264443346029716,0.17997848399383595,1
/html/body/document/type/sequence/filename/description/text/div/div[79]/div[1]/font,-3-,n,5,"[0.18482452824702703, 0.496224127735068, 0.00735511531638084, 0.0003295234495391504]",1,24,0.18482452824702703,0.496224127735068,0.00735511531638084,0.0003295234495391504,0.18482452824702703,1
/html/body/document/type/sequence/filename/description/text/div/div[86]/div[1]/font,-4-,n,6,"[0.19281045561596835, 0.496224127735068, 0.00735511531638084, 0.0003295234495391504]",1,25,0.19281045561596835,0.496224127735068,0.00735511531638084,0.0003295234495391504,0.19281045561596835,1
/html/body/document/type/sequence/filename/description/text/div/div[91],1.8,ssn,313,"[0.19728811095281015, 0.06150206978119456, 0.011827321111768185, 0.000426441427034571]",1,26,0.19728811095281015,0.06150206978119456,0.011827321111768185,0.000426441427034571,0.19728811095281015,1
/html/body/document/type/sequence/filename/description/text/div/div[91]/u[1],Treatment of Boston Private ESPP,sst,317,"[0.19728811095281015, 0.09092844470727379, 0.10835541099940864, 0.000426441427034571]",1,27,0.19728811095281015,0.09092844470727379,0.10835541099940864,0.000426441427034571,0.19728811095281015,1
/html/body/document/type/sequence/filename/description/text/div/div[93],1.9,ssn,314,"[0.1986255924170616, 0.06150206978119456, 0.011827321111768185, 0.000426441427034571]",1,28,0.1986255924170616,0.06150206978119456,0.011827321111768185,0.000426441427034571,0.1986255924170616,1
/html/body/document/type/sequence/filename/description/text/div/div[93]/u[1],Certificate of Incorporation of Surviving Corporation,sst,318,"[0.1986255924170616, 0.08909934949733886, 0.1703565937315198, 0.000426441427034571]",2,29,0.1986255924170616,0.08909934949733886,0.1703565937315198,0.000426441427034571,0.1986255924170616,1
/html/body/document/type/sequence/filename/description/text/div/div[95],1.10,ssn,315,"[0.19996307388131307, 0.06150206978119456, 0.01379852158486103, 0.000426441427034571]",1,30,0.19996307388131307,0.06150206978119456,0.01379852158486103,0.000426441427034571,0.19996307388131307,1
/html/body/document/type/sequence/filename/description/text/div/div[95]/u[1],Bylaws of Surviving Corporation,sst,319,"[0.19996307388131307, 0.09107037256061502, 0.10534949733885274, 0.000426441427034571]",1,31,0.19996307388131307,0.09107037256061502,0.10534949733885274,0.000426441427034571,0.19996307388131307,1
/html/body/document/type/sequence/filename/description/text/div/div[97],1.11,ssn,316,"[0.2013005553455645, 0.06150206978119456, 0.013509047900650504, 0.000426441427034571]",1,32,0.2013005553455645,0.06150206978119456,0.013509047900650504,0.000426441427034571,0.2013005553455645,1
/html/body/document/type/sequence/filename/description/text/div/div[97]/u,Tax Consequences,sst,320,"[0.2013005553455645, 0.09063926670609106, 0.058791661738616205, 0.000426441427034571]",1,33,0.2013005553455645,0.09063926670609106,0.058791661738616205,0.000426441427034571,0.2013005553455645,1
