highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b/small[1],MENDED,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,1,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b/small[2],AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,2,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,R,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,3,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b/small[3],ESTATED,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,4,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,5,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[1],GREEMENT,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,6,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[2],AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,7,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,P,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,8,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[3],LAN,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,9,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[4],OF,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,10,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,M,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,11,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[5],ERGER,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,12,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[1],BY,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,13,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[2],AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,14,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[3],AMONG,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,15,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,16,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[1],ISCO,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,17,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,S,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,18,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[2],YSTEMS,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,19,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,", I",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,20,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[3],NC,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,21,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,".,",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,22,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,23,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[1],MARONE,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,24,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,25,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[2],CQUISITION,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,26,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,27,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[3],ORP,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,28,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,.,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,29,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b/small,AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,30,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,31,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[1],CACIA,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,32,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,33,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[2],OMMUNICATIONS,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41,34,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41
