xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,,
/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename,dp138497_ex0201.htm,2,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description,EXHIBIT 2.1,3,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/p[1]/font/b,Exhibit 2.1,4,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/p[4]/font/b/i,EXECUTION VERSION,5,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/p[7]/font,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/p[7]/font,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,0.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[9]/font,dated as of,7,/html/body/document/type/sequence/filename/description/text/p[9]/font,dated as of,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,1.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[11]/font,"October 7, 2020",8,/html/body/document/type/sequence/filename/description/text/p[11]/font,"October 7, 2020",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,2.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[13]/font,by and among,9,/html/body/document/type/sequence/filename/description/text/p[13]/font,by and among,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,3.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[15]/font[1],Morgan Stanley,10,/html/body/document/type/sequence/filename/description/text/p[15]/font[1],Morgan Stanley,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,4.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[15]/font[2],",",11,/html/body/document/type/sequence/filename/description/text/p[15]/font[2],",",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,5.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[17]/font,"MIRROR MERGER SUB 1, INC.,",12,/html/body/document/type/sequence/filename/description/text/p[17]/font,"MIRROR MERGER SUB 1, INC.,",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,6.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[19]/font,"MIRROR MERGER SUB 2, LLC",13,/html/body/document/type/sequence/filename/description/text/p[19]/font,"MIRROR MERGER SUB 2, LLC",t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,7.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[21]/font,and,14,/html/body/document/type/sequence/filename/description/text/p[21]/font,and,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,8.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[23]/font,EATON VANCE CORP.,15,/html/body/document/type/sequence/filename/description/text/p[23]/font,EATON VANCE CORP.,t,0,"[0.0020822792200210173, 0.005555555555555556, 0.9888888888888889, 0.005118125559490912]",10.0,9.0,0.0020822792200210173,0.005555555555555556,0.9888888888888889,0.005118125559490912,0.0020822792200210173,10.0,,
/html/body/document/type/sequence/filename/description/text/p[31]/font,TABLE OF CONTENTS,16,/html/body/document/type/sequence/filename/description/text/p[31]/font,TABLE OF CONTENTS,st,1,"[0.010197330012065544, 0.45061874999999996, 0.09876319444444444, 0.00029190830187210523]",1.0,10.0,0.010197330012065544,0.45061874999999996,0.09876319444444444,0.00029190830187210523,0.010197330012065544,1.0,,
/html/body/document/type/sequence/filename/description/text/p[33]/font,Page,17,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[1]/font,ARTICLE     1   Definitions,18,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[1]/td[2]/font,2,19,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[3]/td[1]/font,Section     1.01.   Definitions,20,,,,,,,,,,,,,,,
