highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,0,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,by and among,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,1,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,SKY PARENT INC.,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,2,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,PROJECT SKY MERGER SUB INC.,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,3,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,4,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"CLOUDERA, INC.",t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,5,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of June 1, 2021",t,0,"[0.001455568566224304, 0.21368421052631578, 0.5726315789473684, 0.003317720530835285]",7,6,0.001455568566224304,0.21368421052631578,0.5726315789473684,0.003317720530835285,0.001455568566224304,7
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.005220530835284933, 0.45009894736842104, 0.09980280701754385, 0.00024395003903200624]",1,7,0.005220530835284933,0.45009894736842104,0.09980280701754385,0.00024395003903200624,0.005220530835284933,1
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],i,n,2,"[0.018158014571949, 0.4986954385964912, 0.0026041684210526316, 0.00024395003903200624]",1,8,0.018158014571949,0.4986954385964912,0.0026041684210526316,0.00024395003903200624,0.018158014571949,1
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],ii,n,3,"[0.03161592505854801, 0.4973957894736842, 0.005202849122807018, 0.00024395003903200624]",1,9,0.03161592505854801,0.4973957894736842,0.005202849122807018,0.00024395003903200624,0.03161592505854801,1
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],iii,n,4,"[0.03971506635441062, 0.49609684210526317, 0.007801543859649123, 0.00024395003903200624]",1,10,0.03971506635441062,0.49609684210526317,0.007801543859649123,0.00024395003903200624,0.03971506635441062,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,st,5,"[0.04040625813166797, 0.4147642105263158, 0.17047157894736842, 0.00024395003903200624]",1,11,0.04040625813166797,0.4147642105263158,0.17047157894736842,0.00024395003903200624,0.04040625813166797,1
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[3]/b,RECITALS,st,6,"[0.042447306791569085, 0.47643087719298244, 0.04713817543859649, 0.00024395003903200624]",1,12,0.042447306791569085,0.47643087719298244,0.04713817543859649,0.00024395003903200624,0.042447306791569085,1
