highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
/html/body/document/type/sequence/filename/description/text/p[5]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,0,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[7]/b,among,t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,1,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[9]/b,"READY CAPITAL CORPORATION,",t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,2,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[11]/b,"RC MERGER SUBSIDIARY, LLC",t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,3,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[13]/b,and,t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,4,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[15]/b,ANWORTH MORTGAGE ASSET CORPORATION,t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,5,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[17]/b,"Dated as of December 6, 2020",t,0,"[0.0011090865879743326, 0.005555555555555556, 0.9888888888888889, 0.0031846629168977266]",7,6,0.0011090865879743326,0.005555555555555556,0.9888888888888889,0.0031846629168977266,0.0011090865879743326,7
/html/body/document/type/sequence/filename/description/text/p[21]/b,TABLE OF CONTENTS,st,1,"[0.005688029786896935, 0.45061874999999996, 0.09876319444444444, 0.00023766141170878554]",1,7,0.005688029786896935,0.45061874999999996,0.09876319444444444,0.00023766141170878554,0.005688029786896935,1
/html/body/document/type/sequence/filename/description/text/div[3]/p,i,n,2,"[0.01723837439594391, 0.49870902777777776, 0.0025770416666666667, 0.00023766141170878554]",1,8,0.01723837439594391,0.49870902777777776,0.0025770416666666667,0.00023766141170878554,0.01723837439594391,1
/html/body/document/type/sequence/filename/description/text/p[28]/b,TABLE OF CONTENTS,st,3,"[0.018371227125089123, 0.45061874999999996, 0.09876319444444444, 0.00023766141170878554]",1,9,0.018371227125089123,0.45061874999999996,0.09876319444444444,0.00023766141170878554,0.018371227125089123,1
/html/body/document/type/sequence/filename/description/text/div[5]/p,ii,n,4,"[0.029184821357838866, 0.49742291666666666, 0.005148652777777778, 0.00023766141170878554]",1,10,0.029184821357838866,0.49742291666666666,0.005148652777777778,0.00023766141170878554,0.029184821357838866,1
/html/body/document/type/sequence/filename/description/text/p[33]/b,TABLE OF CONTENTS,st,5,"[0.030317674086984076, 0.45061874999999996, 0.09876319444444444, 0.00023766141170878554]",1,11,0.030317674086984076,0.45061874999999996,0.09876319444444444,0.00023766141170878554,0.030317674086984076,1
/html/body/document/type/sequence/filename/description/text/div[7]/p,iii,n,6,"[0.04162243523726531, 0.4961375, 0.007720277777777778, 0.00023766141170878554]",1,12,0.04162243523726531,0.4961375,0.007720277777777778,0.00023766141170878554,0.04162243523726531,1
/html/body/document/type/sequence/filename/description/text/p[38]/b,TABLE OF CONTENTS,st,7,"[0.04275528796641052, 0.45061874999999996, 0.09876319444444444, 0.00023766141170878554]",1,13,0.04275528796641052,0.45061874999999996,0.09876319444444444,0.00023766141170878554,0.04275528796641052,1
/html/body/document/type/sequence/filename/description/text/div[9]/p,iv,n,8,"[0.04841162956507962, 0.4963972222222222, 0.0072048611111111115, 0.00023766141170878554]",1,14,0.04841162956507962,0.4963972222222222,0.0072048611111111115,0.00023766141170878554,0.04841162956507962,1
/html/body/document/type/sequence/filename/description/text/p[45]/b,AGREEMENT AND PLAN OF MERGER,st,9,"[0.049790065752990574, 0.4156520833333333, 0.16869583333333332, 0.00023766141170878554]",1,15,0.049790065752990574,0.4156520833333333,0.16869583333333332,0.00023766141170878554,0.049790065752990574,1
/html/body/document/type/sequence/filename/description/text/div[11]/p,1,n,10,"[0.05569199081042541, 0.4976833333333333, 0.00463325, 0.00023766141170878554]",1,16,0.05569199081042541,0.4976833333333333,0.00463325,0.00023766141170878554,0.05569199081042541,1
/html/body/document/type/sequence/filename/description/text/p[69]/font/b,Article I.,sn,11,"[0.0605085954210568, 0.4749569444444444, 0.05008680555555556, 0.00023766141170878554]",1,17,0.0605085954210568,0.4749569444444444,0.05008680555555556,0.00023766141170878554,0.0605085954210568,1
/html/body/document/type/sequence/filename/description/text/p[70]/font/b,CERTAIN DEFINITIONS,st,12,"[0.06075417887982255, 0.4473958333333333, 0.10520833333333333, 0.00023766141170878554]",1,18,0.06075417887982255,0.4473958333333333,0.10520833333333333,0.00023766141170878554,0.06075417887982255,1
/html/body/document/type/sequence/filename/description/text/p[72]/font[1],1.1,ssn,13,"[0.06099976233858829, 0.00786673611111111, 0.042594375000000004, 0.00048324487047453064]",1,19,0.06099976233858829,0.00786673611111111,0.042594375000000004,0.00048324487047453064,0.06099976233858829,1
/html/body/document/type/sequence/filename/description/text/p[72]/font[2]/i,Certain Definitions,sst,14,"[0.06124534579735404, 0.07592222222222222, 0.0740611111111111, 0.00023766141170878554]",2,20,0.06124534579735404,0.07592222222222222,0.0740611111111111,0.00023766141170878554,0.06099976233858829,1
/html/body/document/type/sequence/filename/description/text/p[74]/font[1],1.2,ssn,15,"[0.061736512714885526, 0.03888888888888889, 0.011572291666666668, 0.00023766141170878554]",1,21,0.061736512714885526,0.03888888888888889,0.011572291666666668,0.00023766141170878554,0.061736512714885526,1
/html/body/document/type/sequence/filename/description/text/p[74]/font[2]/i,Terms Defined Elsewhere,sst,16,"[0.061736512714885526, 0.07592222222222222, 0.09676666666666667, 0.00023766141170878554]",2,22,0.061736512714885526,0.07592222222222222,0.09676666666666667,0.00023766141170878554,0.061736512714885526,1
/html/body/document/type/sequence/filename/description/text/div[13]/p,2,n,17,"[0.06595627030024558, 0.4976833333333333, 0.00463325, 0.00023766141170878554]",1,23,0.06595627030024558,0.4976833333333333,0.00463325,0.00023766141170878554,0.06595627030024558,1
/html/body/document/type/sequence/filename/description/text/div[15]/p,3,n,18,"[0.07890089519131743, 0.4976833333333333, 0.00463325, 0.00023766141170878554]",1,24,0.07890089519131743,0.4976833333333333,0.00463325,0.00023766141170878554,0.07890089519131743,1
/html/body/document/type/sequence/filename/description/text/div[17]/p,4,n,19,"[0.09037201932979481, 0.4976833333333333, 0.00463325, 0.00023766141170878554]",1,25,0.09037201932979481,0.4976833333333333,0.00463325,0.00023766141170878554,0.09037201932979481,1
/html/body/document/type/sequence/filename/description/text/p[85]/font/b,Article II.,sn,20,"[0.09150487205894003, 0.4731555555555556, 0.05368923611111111, 0.00023766141170878554]",1,26,0.09150487205894003,0.4731555555555556,0.05368923611111111,0.00023766141170878554,0.09150487205894003,1
/html/body/document/type/sequence/filename/description/text/p[86]/font/b,THE MERGER,st,21,"[0.09175045551770578, 0.46824027777777777, 0.06352000000000001, 0.00023766141170878554]",1,27,0.09175045551770578,0.46824027777777777,0.06352000000000001,0.00023766141170878554,0.09175045551770578,1
/html/body/document/type/sequence/filename/description/text/p[88]/font[1],2.1,ssn,22,"[0.09224162243523726, 0.03888888888888889, 0.011572291666666668, 0.00023766141170878554]",1,28,0.09224162243523726,0.03888888888888889,0.011572291666666668,0.00023766141170878554,0.09224162243523726,1
/html/body/document/type/sequence/filename/description/text/p[88]/font[2]/i,The Merger,sst,23,"[0.09224162243523726, 0.08799375, 0.04572486111111111, 0.00023766141170878554]",2,29,0.09224162243523726,0.08799375,0.04572486111111111,0.00023766141170878554,0.09224162243523726,1
/html/body/document/type/sequence/filename/description/text/p[90]/font[1],2.2,ssn,24,"[0.09346953972906599, 0.03888888888888889, 0.011572291666666668, 0.00023766141170878554]",1,30,0.09346953972906599,0.03888888888888889,0.011572291666666668,0.00023766141170878554,0.09346953972906599,1
/html/body/document/type/sequence/filename/description/text/p[90]/font[2]/i,Closing,sst,25,"[0.09346953972906599, 0.07823333333333334, 0.031125208333333335, 0.00023766141170878554]",2,31,0.09346953972906599,0.07823333333333334,0.031125208333333335,0.00023766141170878554,0.09346953972906599,1
/html/body/document/type/sequence/filename/description/text/p[92]/font[1],(a),sssn,26,"[0.09396070664659747, 0.07222222222222222, 0.010275625, 0.00023766141170878554]",1,32,0.09396070664659747,0.07222222222222222,0.010275625,0.00023766141170878554,0.09396070664659747,1
/html/body/document/type/sequence/filename/description/text/p[94]/font[1],(b),sssn,27,"[0.09494304048166045, 0.07222222222222222, 0.010796458333333333, 0.00023766141170878554]",1,33,0.09494304048166045,0.07222222222222222,0.010796458333333333,0.00023766141170878554,0.09494304048166045,1
/html/body/document/type/sequence/filename/description/text/p[96]/font[1],2.3,ssn,28,"[0.09641654123425493, 0.03888888888888889, 0.011572291666666668, 0.00023766141170878554]",1,34,0.09641654123425493,0.03888888888888889,0.011572291666666668,0.00023766141170878554,0.09641654123425493,1
