,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d918265dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],Execution Version,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,0.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],among,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,1.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"DOMTAR CORPORATION,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"DOMTAR CORPORATION,",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,2.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"KARTA HALTEN B.V.,",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"KARTA HALTEN B.V.,",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,3.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,4.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],PEARL MERGER SUB INC.,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],PEARL MERGER SUB INC.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,5.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],and,13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,6.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],PAPER EXCELLENCE B.V.,14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],PAPER EXCELLENCE B.V.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,7.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[14],and,15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[14],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,8.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15],HERVEY INVESTMENTS B.V.,16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15],HERVEY INVESTMENTS B.V.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,9.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,i_t
17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[16],"Dated as of May 10, 2021",17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[16],"Dated as of May 10, 2021",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11.0,10.0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11.0,e_t
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,18,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1,"[0.009067956574712226, 0.4530541666666667, 0.09388541666666667, 0.00027277190813042133]",1.0,11.0,0.009067956574712226,0.4530541666666667,0.09388541666666667,0.00027277190813042133,0.009067956574712226,1.0,s_st
