,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d91099dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AMENDED AND RESTATED AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2]/b,AMENDED AND RESTATED AGREEMENT AND PLAN OF MERGER,t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,0.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,b_t
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,by and among,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3]/b,by and among,t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,1.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,"TIFFANY & CO.,",8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,"TIFFANY & CO.,",t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,2.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"LVMH MOËT HENNESSY-LOUIS VUITTON SE,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b,"LVMH MOËT HENNESSY-LOUIS VUITTON SE,",t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,3.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,BREAKFAST HOLDINGS ACQUISITION CORP.,10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,BREAKFAST HOLDINGS ACQUISITION CORP.,t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,4.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,and,t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,5.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,BREAKFAST ACQUISITION CORP.,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,BREAKFAST ACQUISITION CORP.,t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,6.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of October 28, 2020",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"Dated as of October 28, 2020",t,0,"[0.001408906574262704, 0.21368421052631578, 0.5726315789473684, 0.004483749976200903]",8.0,7.0,0.001408906574262704,0.21368421052631578,0.5726315789473684,0.004483749976200903,0.001408906574262704,8.0,e_t
14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,14,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/b,TABLE OF CONTENTS,st,1,"[0.006939816842145346, 0.45009894736842104, 0.09980280701754385, 0.0002855891704586562]",1.0,8.0,0.006939816842145346,0.45009894736842104,0.09980280701754385,0.0002855891704586562,0.006939816842145346,1.0,s_st
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1]/p,Article I,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[1]/p,Definitions; Interpretation and Construction,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,1.1,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Definitions,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,1.2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Interpretation and Construction.,22,,,,,,,,,,,,,,o
