,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,d170257dex21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,EX-2.1,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[1]/b,Exhibit 2.1,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[2],EXECUTION VERSION,6,,,,,,,,,,,,,,o
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[3],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,0.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,b_t
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],by and among,8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4],by and among,t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,1.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"PERFORMANCE FOOD GROUP COMPANY,",9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5],"PERFORMANCE FOOD GROUP COMPANY,",t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,2.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"LONGHORN MERGER SUB I, INC.,",10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],"LONGHORN MERGER SUB I, INC.,",t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,3.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"LONGHORN MERGER SUB II, LLC",11,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],"LONGHORN MERGER SUB II, LLC",t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,4.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,12,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],and,t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,5.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"CORE-MARK HOLDING COMPANY, INC.",13,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"CORE-MARK HOLDING COMPANY, INC.",t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,6.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,i_t
14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of May 17, 2021",14,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],"Dated as of May 17, 2021",t,0,"[0.0015519872372893111, 0.21368421052631578, 0.5726315789473684, 0.004083720607616009]",8.0,7.0,0.0015519872372893111,0.21368421052631578,0.5726315789473684,0.004083720607616009,0.0015519872372893111,8.0,e_t
15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,15,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1,"[0.006589443018658528, 0.45256, 0.0948736842105263, 0.00026010959284178403]",1.0,8.0,0.006589443018658528,0.45256,0.0948736842105263,0.00026010959284178403,0.006589443018658528,1.0,s_st
16,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[3]/u,Page,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[4]/td[1],ARTICLE I,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1],THE MERGERS,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,Section 1.1,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3]/p,Closing,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,Section 1.2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3]/p,The First Merger,23,,,,,,,,,,,,,,o
