,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
0,/html/body/document/type,EX-2.1,0,,,,,,,,,,,,,,o
1,/html/body/document/type/sequence,2,1,,,,,,,,,,,,,,o
2,/html/body/document/type/sequence/filename,mergeragreementexhibit21.htm,2,,,,,,,,,,,,,,o
3,/html/body/document/type/sequence/filename/description,EX-2.1,3,,,,,,,,,,,,,,o
4,/html/body/document/type/sequence/filename/description/text/title,Document,4,,,,,,,,,,,,,,o
5,/html/body/document/type/sequence/filename/description/text/div[2]/div/font,EXECUTION VERSION,5,,,,,,,,,,,,,,o
6,/html/body/document/type/sequence/filename/description/text/div[4]/font,AGREEMENT AND PLAN OF MERGER,6,/html/body/document/type/sequence/filename/description/text/div[4]/font,AGREEMENT AND PLAN OF MERGER,t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,0.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,b_t
7,/html/body/document/type/sequence/filename/description/text/div[5]/font,among,7,/html/body/document/type/sequence/filename/description/text/div[5]/font,among,t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,1.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,i_t
8,/html/body/document/type/sequence/filename/description/text/div[6]/font,"ASP FLAG INTERMEDIATE HOLDINGS, INC.,",8,/html/body/document/type/sequence/filename/description/text/div[6]/font,"ASP FLAG INTERMEDIATE HOLDINGS, INC.,",t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,2.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,i_t
9,/html/body/document/type/sequence/filename/description/text/div[7]/font,"ASP FLAG MERGER SUB, INC.",9,/html/body/document/type/sequence/filename/description/text/div[7]/font,"ASP FLAG MERGER SUB, INC.",t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,3.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,i_t
10,/html/body/document/type/sequence/filename/description/text/div[8]/font,and,10,/html/body/document/type/sequence/filename/description/text/div[8]/font,and,t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,4.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,i_t
11,/html/body/document/type/sequence/filename/description/text/div[9]/font,"FOUNDATION BUILDING MATERIALS, INC.",11,/html/body/document/type/sequence/filename/description/text/div[9]/font,"FOUNDATION BUILDING MATERIALS, INC.",t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,5.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,i_t
12,/html/body/document/type/sequence/filename/description/text/div[10]/font,"Dated as of November 14, 2020",12,/html/body/document/type/sequence/filename/description/text/div[10]/font,"Dated as of November 14, 2020",t,0,"[0.004615763733555749, 0.005555555555555556, 0.9888888888888889, 0.006770519771012625]",7.0,6.0,0.004615763733555749,0.005555555555555556,0.9888888888888889,0.006770519771012625,0.004615763733555749,7.0,e_t
13,/html/body/document/type/sequence/filename/description/text/div[18]/font,TABLE OF CONTENTS,13,/html/body/document/type/sequence/filename/description/text/div[18]/font,TABLE OF CONTENTS,st,1,"[0.01830888652993138, 0.4407277777777778, 0.11854375, 0.0003412063540205482]",1.0,7.0,0.01830888652993138,0.4407277777777778,0.11854375,0.0003412063540205482,0.01830888652993138,1.0,s_st
14,/html/body/document/type/sequence/filename/description/text/div[19]/font,Page,14,,,,,,,,,,,,,,o
15,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[2]/td[1]/div/font/a,Article I THE MERGER,15,,,,,,,,,,,,,,o
16,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[2]/td[2]/div/font/a,2,16,,,,,,,,,,,,,,o
17,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[3]/td[1]/div/font/a[1],Section 1.1,17,,,,,,,,,,,,,,o
18,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[3]/td[1]/div/font/a[3],The Merger,18,,,,,,,,,,,,,,o
19,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[3]/td[2]/div/font/a,2,19,,,,,,,,,,,,,,o
20,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[4]/td[1]/div/font/a[1],Section 1.2,20,,,,,,,,,,,,,,o
21,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[4]/td[1]/div/font/a[3],Closing,21,,,,,,,,,,,,,,o
22,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[4]/td[2]/div/font/a,2,22,,,,,,,,,,,,,,o
23,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[5]/td[1]/div/font/a[1],Section 1.3,23,,,,,,,,,,,,,,o
24,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[5]/td[1]/div/font/a[3],Effective Time,24,,,,,,,,,,,,,,o
25,/html/body/document/type/sequence/filename/description/text/div[20]/table/tbody/tr[5]/td[2]/div/font/a,2,25,,,,,,,,,,,,,,o
