,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
23,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[7],.,sst,12,"[0.026454117159026933, 0.250619649122807, 0.07899087719298245, 8.889152271178405e-05]",2,23,0.026454117159026933,0.250619649122807,0.07899087719298245,8.889152271178405e-05,0.026454117159026933,2,True,1.0
26,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[8],.,sst,14,"[0.026685235118077574, 0.2505319298245614, 0.10410666666666667, 8.889152271178405e-05]",2,26,0.026685235118077574,0.2505319298245614,0.10410666666666667,8.889152271178405e-05,0.026685235118077574,2,True,1.0
38,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[4],.,sst,25,"[0.05028297134729918, 0.250619649122807, 0.06729712280701754, 8.889152271178405e-05]",2,38,0.05028297134729918,0.250619649122807,0.06729712280701754,8.889152271178405e-05,0.05028297134729918,2,True,1.0
41,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[5],.,sst,27,"[0.05051408930634982, 0.2505319298245614, 0.07139228070175438, 8.889152271178405e-05]",2,41,0.05051408930634982,0.2505319298245614,0.07139228070175438,8.889152271178405e-05,0.05051408930634982,2,True,1.0
44,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[6],.,sst,29,"[0.05074520726540046, 0.250619649122807, 0.04935305263157895, 8.889152271178405e-05]",2,44,0.05074520726540046,0.250619649122807,0.04935305263157895,8.889152271178405e-05,0.05074520726540046,2,True,1.0
47,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[7],.,sst,31,"[0.05116003437138878, 0.2505319298245614, 0.05030701754385965, 8.889152271178405e-05]",2,47,0.05116003437138878,0.2505319298245614,0.05030701754385965,8.889152271178405e-05,0.05116003437138878,2,True,1.0
51,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[1],.,sst,34,"[0.05194227977125248, 0.2505319298245614, 0.07188070175438598, 8.889152271178405e-05]",2,51,0.05194227977125248,0.2505319298245614,0.07188070175438598,8.889152271178405e-05,0.05194227977125248,2,True,1.0
54,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[2],.,sst,36,"[0.05244896145070965, 0.2505319298245614, 0.0763319298245614, 8.889152271178405e-05]",2,54,0.05244896145070965,0.2505319298245614,0.0763319298245614,8.889152271178405e-05,0.05244896145070965,2,True,1.0
57,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[3],.,sst,38,"[0.05277193398322913, 0.250619649122807, 0.032494526315789474, 8.889152271178405e-05]",2,57,0.05277193398322913,0.250619649122807,0.032494526315789474,8.889152271178405e-05,0.05277193398322913,2,True,1.0
61,/html/body/document/type/sequence/filename/description/text/center[15]/div/p[2],.,sst,41,"[0.055397196953983825, 0.250619649122807, 0.10052070175438596, 8.889152271178405e-05]",2,61,0.055397196953983825,0.250619649122807,0.10052070175438596,8.889152271178405e-05,0.055397196953983825,2,True,1.0
64,/html/body/document/type/sequence/filename/description/text/center[15]/div/p[3],.,sst,43,"[0.05590387863344099, 0.2552961403508772, 0.0836238596491228, 8.889152271178405e-05]",2,64,0.05590387863344099,0.2552961403508772,0.0836238596491228,8.889152271178405e-05,0.05590387863344099,2,True,1.0
67,/html/body/document/type/sequence/filename/description/text/center[15]/div/p[4],.,sst,45,"[0.05641056031289816, 0.254780350877193, 0.10519719298245614, 8.889152271178405e-05]",2,67,0.05641056031289816,0.254780350877193,0.10519719298245614,8.889152271178405e-05,0.05641056031289816,2,True,1.0
70,/html/body/document/type/sequence/filename/description/text/center[15]/div/p[5],.,sst,47,"[0.05691724199235533, 0.2552961403508772, 0.28094315789473684, 8.889152271178405e-05]",2,70,0.05691724199235533,0.2552961403508772,0.28094315789473684,8.889152271178405e-05,0.05691724199235533,2,True,1.0
74,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[1],". At the Merger Effective Time, the certificate of incorporation of C",sst,50,"[0.05769948739221903, 0.2552961403508772, 0.2803621052631579, 8.889152271178405e-05]",2,74,0.05769948739221903,0.2552961403508772,0.2803621052631579,8.889152271178405e-05,0.05769948739221903,2,True,1.0
77,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[2],.,sst,52,"[0.058206169071676195, 0.2552961403508772, 0.27835508771929823, 8.889152271178405e-05]",2,77,0.058206169071676195,0.2552961403508772,0.27835508771929823,8.889152271178405e-05,0.058206169071676195,2,True,1.0
80,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[3],.,sst,54,"[0.05871285075113337, 0.2552961403508772, 0.2100217543859649, 8.889152271178405e-05]",2,80,0.05871285075113337,0.2552961403508772,0.2100217543859649,8.889152271178405e-05,0.05871285075113337,2,True,1.0
84,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[4],. ,sst,56,"[0.05912767785712169, 0.2552961403508772, 0.2737115789473684, 8.889152271178405e-05]",3,84,0.05912767785712169,0.2552961403508772,0.2737115789473684,8.889152271178405e-05,0.05912767785712169,3,True,1.0
87,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[5],.,sst,58,"[0.05981806868351655, 0.2552961403508772, 0.16967649122807016, 8.889152271178405e-05]",2,87,0.05981806868351655,0.2552961403508772,0.16967649122807016,8.889152271178405e-05,0.05981806868351655,2,True,1.0
91,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[1],.,sst,61,"[0.060508459509911405, 0.2552961403508772, 0.15380491228070176, 8.889152271178405e-05]",2,91,0.060508459509911405,0.2552961403508772,0.15380491228070176,8.889152271178405e-05,0.060508459509911405,2,True,1.0
96,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[4],.,sst,65,"[0.06148034015822691, 0.250619649122807, 0.17892, 8.889152271178405e-05]",2,96,0.06148034015822691,0.250619649122807,0.17892,8.889152271178405e-05,0.06148034015822691,2,True,1.0
99,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[5],". At the Merger Effective Time, by vir",sst,67,"[0.061711458117277546, 0.250619649122807, 0.15440771929824562, 8.889152271178405e-05]",2,99,0.061711458117277546,0.250619649122807,0.15440771929824562,8.889152271178405e-05,0.061711458117277546,2,True,1.0
102,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[6],.,ssst,69,"[0.061942576076328186, 0.2712940350877193, 0.12065263157894737, 8.889152271178405e-05]",2,102,0.061942576076328186,0.2712940350877193,0.12065263157894737,8.889152271178405e-05,0.061942576076328186,2,True,1.0
105,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[7],.,ssst,71,"[0.062357403182316515, 0.271820350877193, 0.11501614035087719, 8.889152271178405e-05]",2,105,0.062357403182316515,0.271820350877193,0.11501614035087719,8.889152271178405e-05,0.062357403182316515,2,True,1.0
109,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[2],.,ssst,74,"[0.0642004207532075, 0.2712940350877193, 0.11095368421052632, 8.889152271178405e-05]",2,109,0.0642004207532075,0.2712940350877193,0.11095368421052632,8.889152271178405e-05,0.0642004207532075,2,True,1.0
112,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[5],.,sst,76,"[0.06498562920382826, 0.250619649122807, 0.18359649122807017, 8.889152271178405e-05]",2,112,0.06498562920382826,0.250619649122807,0.18359649122807017,8.889152271178405e-05,0.06498562920382826,2,True,1.0
115,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[6],.,sst,78,"[0.0652167471628789, 0.2505319298245614, 0.15713263157894736, 8.889152271178405e-05]",2,115,0.0652167471628789,0.2505319298245614,0.15713263157894736,8.889152271178405e-05,0.0652167471628789,2,True,1.0
118,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[7],.,ssst,80,"[0.0653560105484607, 0.2712940350877193, 0.13268631578947368, 8.889152271178405e-05]",2,118,0.0653560105484607,0.2712940350877193,0.13268631578947368,8.889152271178405e-05,0.0653560105484607,2,True,1.0
121,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[8],.,ssst,82,"[0.06604640137485555, 0.271820350877193, 0.08827859649122807, 8.889152271178405e-05]",2,121,0.06604640137485555,0.271820350877193,0.08827859649122807,8.889152271178405e-05,0.06604640137485555,2,True,1.0
125,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[2],.,ssst,85,"[0.06779460132152064, 0.2712940350877193, 0.09433122807017544, 8.889152271178405e-05]",2,125,0.06779460132152064,0.2712940350877193,0.09433122807017544,8.889152271178405e-05,0.06779460132152064,2,True,1.0
