,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
0,/html/body/document/type/sequence/filename/description/text/p[5]/b,AGREEMENT AND PLAN OF MERGER,t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,0,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
1,/html/body/document/type/sequence/filename/description/text/p[7]/b,by and among,t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,1,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
2,/html/body/document/type/sequence/filename/description/text/p[9]/b,"COLUMBIA PROPERTY TRUST, INC.,",t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,2,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
3,/html/body/document/type/sequence/filename/description/text/p[11]/b,"COLUMBIA PROPERTY TRUST OPERATING PARTNERSHIP,
LP,",t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,3,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
4,/html/body/document/type/sequence/filename/description/text/p[13]/b,"PANTHER MERGER PARENT, INC.,",t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,4,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
5,/html/body/document/type/sequence/filename/description/text/p[15]/b,and,t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,5,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
6,/html/body/document/type/sequence/filename/description/text/p[17]/b,"PANTHER MERGER SUB, LLC",t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,6,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
7,/html/body/document/type/sequence/filename/description/text/p[19]/b,"Dated as of September 7, 2021",t,0,"[0.0018423928235622982, 0.005614035087719298, 0.9887719298245614, 0.005895657035399355]",8,7,0.0018423928235622982,0.005614035087719298,0.9887719298245614,0.005895657035399355,0.0018423928235622982,8
8,/html/body/document/type/sequence/filename/description/text/p[24]/b/u,TABLE OF CONTENTS,st,1,"[0.010825646108103987, 0.45009894736842104, 0.09980280701754385, 0.00038118472211633755]",1,8,0.010825646108103987,0.45009894736842104,0.09980280701754385,0.00038118472211633755,0.010825646108103987,1
9,/html/body/document/type/sequence/filename/description/text/p[28]/b,CONTENTS,st,2,"[0.012401209626184849, 0.47426526315789475, 0.051463789473684206, 0.00038118472211633755]",1,9,0.012401209626184849,0.47426526315789475,0.051463789473684206,0.00038118472211633755,0.012401209626184849,1
