,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
0,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6],AGREEMENT AND PLAN OF MERGER,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,0,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
1,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7],among,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,1,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
2,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8],"DOMTAR CORPORATION,",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,2,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
3,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9],"KARTA HALTEN B.V.,",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,3,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
4,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,4,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
5,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11],PEARL MERGER SUB INC.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,5,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
6,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[12],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,6,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
7,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[13],PAPER EXCELLENCE B.V.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,7,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
8,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[14],and,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,8,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
9,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15],HERVEY INVESTMENTS B.V.,t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,9,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
10,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[16],"Dated as
of May 10, 2021",t,0,"[0.0020972159080576824, 0.21666666666666667, 0.5666666666666667, 0.006000981978869269]",11,10,0.0020972159080576824,0.21666666666666667,0.5666666666666667,0.006000981978869269,0.0020972159080576824,11
11,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1,"[0.009067956574712226, 0.4530541666666667, 0.09388541666666667, 0.00027277190813042133]",1,11,0.009067956574712226,0.4530541666666667,0.09388541666666667,0.00027277190813042133,0.009067956574712226,1
12,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],i,n,2,"[0.021170009637940756, 0.49870902777777776, 0.0025770416666666667, 0.00027277190813042133]",1,12,0.021170009637940756,0.49870902777777776,0.0025770416666666667,0.00027277190813042133,0.021170009637940756,1
13,/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],ii,n,3,"[0.03346293029768508, 0.49742291666666666, 0.005148652777777778, 0.00027277190813042133]",1,13,0.03346293029768508,0.49742291666666666,0.005148652777777778,0.00027277190813042133,0.03346293029768508,1
14,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],iii,n,4,"[0.04720154207052063, 0.4961375, 0.007720277777777778, 0.00027277190813042133]",1,14,0.04720154207052063,0.4961375,0.007720277777777778,0.00027277190813042133,0.04720154207052063,1
15,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[2],iv,n,5,"[0.05130221308941463, 0.4963972222222222, 0.0072048611111111115, 0.00027277190813042133]",1,15,0.05130221308941463,0.4963972222222222,0.0072048611111111115,0.00027277190813042133,0.05130221308941463,1
16,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,st,6,"[0.052075066829117486, 0.4156520833333333, 0.16869583333333332, 0.00027277190813042133]",1,16,0.052075066829117486,0.4156520833333333,0.16869583333333332,0.00027277190813042133,0.052075066829117486,1
17,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[1],R,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,17,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
18,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[2],E,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,18,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
19,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[3],C,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,19,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
20,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[4],I,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,20,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
21,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[5],T,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,21,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
22,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[6],A,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,22,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
23,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[7],L,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,23,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
24,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/u[8],S,st,7,"[0.05492098707061155, 0.4706111111111111, 0.05877277777777778, 0.00027277190813042133]",8,24,0.05492098707061155,0.4706111111111111,0.05877277777777778,0.00027277190813042133,0.05492098707061155,8
25,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1],ARTICLE I,sn,8,"[0.06194031750650106, 0.47803819444444445, 0.04392361111111111, 0.00027277190813042133]",1,25,0.06194031750650106,0.47803819444444445,0.04392361111111111,0.00027277190813042133,0.06194031750650106,1
26,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/u,DEFINITIONS,st,9,"[0.06236766016257205, 0.4712020833333333, 0.05759548611111111, 0.00027277190813042133]",1,26,0.06236766016257205,0.4712020833333333,0.05759548611111111,0.00027277190813042133,0.06236766016257205,1
27,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],Section 1.1,ssn,10,"[0.06294048116964594, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,27,0.06294048116964594,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.06294048116964594,1
28,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/u,Definitions,sst,11,"[0.06294048116964594, 0.29023958333333333, 0.041655833333333336, 0.00027277190813042133]",1,28,0.06294048116964594,0.29023958333333333,0.041655833333333336,0.00027277190813042133,0.06294048116964594,1
29,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[12],6,n,12,"[0.07209652488589041, 0.4976833333333333, 0.00463325, 0.00027277190813042133]",1,29,0.07209652488589041,0.4976833333333333,0.00463325,0.00027277190813042133,0.07209652488589041,1
30,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[9],7,n,13,"[0.08272553690603916, 0.4976833333333333, 0.00463325, 0.00027277190813042133]",1,30,0.08272553690603916,0.4976833333333333,0.00463325,0.00027277190813042133,0.08272553690603916,1
31,/html/body/document/type/sequence/filename/description/text/center[9]/div/p[7],8,n,14,"[0.09559127857285737, 0.4976833333333333, 0.00463325, 0.00027277190813042133]",1,31,0.09559127857285737,0.4976833333333333,0.00463325,0.00027277190813042133,0.09559127857285737,1
32,/html/body/document/type/sequence/filename/description/text/center[10]/div/p[10],9,n,15,"[0.10397446854939899, 0.4976833333333333, 0.00463325, 0.00027277190813042133]",1,32,0.10397446854939899,0.4976833333333333,0.00463325,0.00027277190813042133,0.10397446854939899,1
33,/html/body/document/type/sequence/filename/description/text/center[11]/div/p[10],10,n,16,"[0.11362150170027822, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,33,0.11362150170027822,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.11362150170027822,1
34,/html/body/document/type/sequence/filename/description/text/center[12]/div/p[11],11,n,17,"[0.12539615573457474, 0.49554027777777776, 0.008913819444444445, 0.00027277190813042133]",1,34,0.12539615573457474,0.49554027777777776,0.008913819444444445,0.00027277190813042133,0.12539615573457474,1
35,/html/body/document/type/sequence/filename/description/text/center[13]/div/p[12],12,n,18,"[0.13492498772526412, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,35,0.13492498772526412,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.13492498772526412,1
36,/html/body/document/type/sequence/filename/description/text/center[14]/div/p[6],13,n,19,"[0.14524485824953173, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,36,0.14524485824953173,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.14524485824953173,1
37,/html/body/document/type/sequence/filename/description/text/center[15]/div/p[8],14,n,20,"[0.1558647778727428, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,37,0.1558647778727428,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.1558647778727428,1
38,/html/body/document/type/sequence/filename/description/text/center[16]/div/p[10],15,n,21,"[0.16607553963375826, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,38,0.16607553963375826,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.16607553963375826,1
39,/html/body/document/type/sequence/filename/description/text/center[17]/div/p[10],16,n,22,"[0.18037788001673, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,39,0.18037788001673,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.18037788001673,1
40,/html/body/document/type/sequence/filename/description/text/center[18]/div/p[6],17,n,23,"[0.1847793275263225, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,40,0.1847793275263225,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.1847793275263225,1
41,/html/body/document/type/sequence/filename/description/text/center[19]/div/p[9],18,n,24,"[0.19484461093633504, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,41,0.19484461093633504,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.19484461093633504,1
42,/html/body/document/type/sequence/filename/description/text/center[20]/div/p[11],19,n,25,"[0.20605553636049537, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,42,0.20605553636049537,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.20605553636049537,1
43,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[6],Section 1.2,ssn,26,"[0.21025622374570385, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,43,0.21025622374570385,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.21025622374570385,1
44,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[6]/u,Table of Definitions,sst,27,"[0.21025622374570385, 0.2831270833333333, 0.07441944444444444, 0.00027277190813042133]",1,44,0.21025622374570385,0.2831270833333333,0.07441944444444444,0.00027277190813042133,0.21025622374570385,1
45,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[9],20,n,28,"[0.21923041952319472, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,45,0.21923041952319472,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.21923041952319472,1
46,/html/body/document/type/sequence/filename/description/text/center[22]/div/p[2],21,n,29,"[0.2331872488225346, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,46,0.2331872488225346,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.2331872488225346,1
47,/html/body/document/type/sequence/filename/description/text/center[23]/div/p[3],22,n,30,"[0.24546198468840358, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,47,0.24546198468840358,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.24546198468840358,1
48,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[1],ARTICLE II,sn,31,"[0.24623483842810642, 0.4764972222222222, 0.04700520833333333, 0.00027277190813042133]",1,48,0.24623483842810642,0.4764972222222222,0.04700520833333333,0.00027277190813042133,0.24623483842810642,1
49,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[2]/u,THE MERGER; EFFECT ON THE CAPITAL STOCK; PAYMENT,st,32,"[0.24666218108417742, 0.3731986111111111, 0.2536027777777778, 0.00027277190813042133]",1,49,0.24666218108417742,0.3731986111111111,0.2536027777777778,0.00027277190813042133,0.24666218108417742,1
50,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[3],Section 2.1,ssn,33,"[0.24723500209125132, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,50,0.24723500209125132,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.24723500209125132,1
51,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[3]/u[1],The Merger,sst,34,"[0.24723500209125132, 0.2831270833333333, 0.04327256944444444, 0.00027277190813042133]",1,51,0.24723500209125132,0.2831270833333333,0.04327256944444444,0.00027277190813042133,0.24723500209125132,1
52,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[4],Section 2.2,ssn,35,"[0.2486534160135295, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,52,0.2486534160135295,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.2486534160135295,1
53,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[4]/u[1],Closing,sst,36,"[0.2486534160135295, 0.2832951388888889, 0.02880861111111111, 0.00027277190813042133]",1,53,0.2486534160135295,0.2832951388888889,0.02880861111111111,0.00027277190813042133,0.2486534160135295,1
54,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[5],Section 2.3,ssn,37,"[0.2520448800712844, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,54,0.2520448800712844,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.2520448800712844,1
55,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[5]/u[1],Effective Time,sst,38,"[0.2520448800712844, 0.2832951388888889, 0.05511069444444444, 0.00027277190813042133]",1,55,0.2520448800712844,0.2832951388888889,0.05511069444444444,0.00027277190813042133,0.2520448800712844,1
56,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[7],23,n,39,"[0.25339055481806116, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,56,0.25339055481806116,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.25339055481806116,1
57,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[1],Section 2.4,ssn,40,"[0.25416340855776404, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,57,0.25416340855776404,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.25416340855776404,1
58,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[1]/u,Surviving Corporation Matters,sst,41,"[0.25416340855776404, 0.2832951388888889, 0.11416041666666667, 0.00027277190813042133]",1,58,0.25416340855776404,0.2832951388888889,0.11416041666666667,0.00027277190813042133,0.25416340855776404,1
59,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[5],Section 2.5,ssn,42,"[0.2584277427215363, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,59,0.2584277427215363,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.2584277427215363,1
60,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[5]/u,"Effect of the Merger on Capital Stock
of the Company and Merger Sub",sst,43,"[0.2584277427215363, 0.2832951388888889, 0.2632486111111111, 0.00027277190813042133]",1,60,0.2584277427215363,0.2832951388888889,0.2632486111111111,0.00027277190813042133,0.2584277427215363,1
61,/html/body/document/type/sequence/filename/description/text/center[25]/div/p[11],24,n,44,"[0.2636104089760143, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,61,0.2636104089760143,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.2636104089760143,1
62,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[1],Section 2.6,ssn,45,"[0.2643832627157171, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,62,0.2643832627157171,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.2643832627157171,1
63,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[1]/u[1],Certain Adjustments,sst,46,"[0.2643832627157171, 0.2832951388888889, 0.07585208333333333, 0.00027277190813042133]",1,63,0.2643832627157171,0.2832951388888889,0.07585208333333333,0.00027277190813042133,0.2643832627157171,1
64,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[2],Section 2.7,ssn,47,"[0.2672109981633358, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,64,0.2672109981633358,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.2672109981633358,1
65,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[2]/u[1],Appraisal Shares,sst,48,"[0.2672109981633358, 0.2827854166666667, 0.06298284722222222, 0.00027277190813042133]",1,65,0.2672109981633358,0.2827854166666667,0.06298284722222222,0.00027277190813042133,0.2672109981633358,1
66,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[3],Section 2.8,ssn,49,"[0.27116619083122695, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,66,0.27116619083122695,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.27116619083122695,1
67,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[3]/u,Payment for Company Stock,sst,50,"[0.27116619083122695, 0.2832951388888889, 0.10721597222222222, 0.00027277190813042133]",1,67,0.27116619083122695,0.2832951388888889,0.10721597222222222,0.00027277190813042133,0.27116619083122695,1
68,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[6],25,n,51,"[0.27421214380535, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,68,0.27421214380535,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.27421214380535,1
69,/html/body/document/type/sequence/filename/description/text/center[27]/div/p[5],26,n,52,"[0.2828226437053336, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,69,0.2828226437053336,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.2828226437053336,1
70,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[7],27,n,53,"[0.2920241494062665, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,70,0.2920241494062665,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.2920241494062665,1
71,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[2],Section 2.9,ssn,54,"[0.29618846720372427, 0.2393284722222222, 0.041655833333333336, 0.00027277190813042133]",1,71,0.29618846720372427,0.2393284722222222,0.041655833333333336,0.00027277190813042133,0.29618846720372427,1
72,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[2]/u,Further Assurances,sst,55,"[0.29618846720372427, 0.2832951388888889, 0.07121319444444445, 0.00027277190813042133]",1,72,0.29618846720372427,0.2832951388888889,0.07121319444444445,0.00027277190813042133,0.29618846720372427,1
73,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[3],Section 2.10,ssn,56,"[0.2981706097361387, 0.2393284722222222, 0.04628361111111111, 0.00027277190813042133]",1,73,0.2981706097361387,0.2393284722222222,0.04628361111111111,0.00027277190813042133,0.2981706097361387,1
74,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[3]/u,Treatment of Company Awards,sst,57,"[0.2981706097361387, 0.2877604166666667, 0.11579305555555555, 0.00027277190813042133]",1,74,0.2981706097361387,0.2877604166666667,0.11579305555555555,0.00027277190813042133,0.2981706097361387,1
75,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[4],(a),sssn,58,"[0.2987434307432125, 0.2393284722222222, 0.010275625, 0.00027277190813042133]",1,75,0.2987434307432125,0.2393284722222222,0.010275625,0.00027277190813042133,0.2987434307432125,1
76,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[4]/u[1],Company Stock Options,ssst,59,"[0.2987434307432125, 0.25192083333333337, 0.09103194444444446, 0.00027277190813042133]",1,76,0.2987434307432125,0.25192083333333337,0.09103194444444446,0.00027277190813042133,0.2987434307432125,1
77,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[5],(b),sssn,60,"[0.30100743758069504, 0.2393284722222222, 0.010796458333333333, 0.00027277190813042133]",1,77,0.30100743758069504,0.2393284722222222,0.010796458333333333,0.00027277190813042133,0.30100743758069504,1
78,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[5]/u[1],Company RSUs,ssst,61,"[0.30100743758069504, 0.2524416666666667, 0.05992298611111112, 0.00027277190813042133]",1,78,0.30100743758069504,0.2524416666666667,0.05992298611111112,0.00027277190813042133,0.30100743758069504,1
79,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[7],28,n,62,"[0.3023531123274718, 0.4953666666666666, 0.009261041666666667, 0.00027277190813042133]",1,79,0.3023531123274718,0.4953666666666666,0.009261041666666667,0.00027277190813042133,0.3023531123274718,1
80,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1],(c),sssn,63,"[0.3031259660671746, 0.2393284722222222, 0.010275625, 0.00027277190813042133]",1,80,0.3031259660671746,0.2393284722222222,0.010275625,0.00027277190813042133,0.3031259660671746,1
81,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1]/u[1],Company PSUs,ssst,64,"[0.3031259660671746, 0.25192083333333337, 0.05889756944444444, 0.00027277190813042133]",1,81,0.3031259660671746,0.25192083333333337,0.05889756944444444,0.00027277190813042133,0.3031259660671746,1
